geo_id,total,less_20,twenty_39,forty_59,sixty_99,hun_149,hunfifty_199,twohun_more,year,state,county,county_state,fi_rate,number_food_insecure_individuals,low_threshold_in_state,low_threshold_type,high_threshold_in_state,high_threshold_type,percent_fi_low_threshold,percent_fi_btwn_thresholds,percent_fi_high_threshold,weighted_annual_food_budget_shortfall,cost_per_meal,child_fi_rate,number_food_insecure_children,percent_of_children_in_fi_hh_with_hh_incomes_below_185_percent_fpl,percent_of_children_in_fi_hh_with_hh_incomes_above_185_percent_fpl,zip,latitude,longitude,estimate_total_edu_data,estimate_total_less_than_9th_grade,estimate_total_9th_to_12th_grade_no_diploma,estimate_total_high_school_graduate_includes_equivalency,estimate_total_some_college_no_degree,estimate_total_associates_degree,estimate_total_bachelors_degree,estimate_total_graduate_or_professional_degree,estimate_total_hispanic_data,estimate_total_not_hispanic_or_latino,estimate_total_hispanic_or_latino,estimate_total_immigration_data,estimate_total_u_s_citizen,estimate_total_not_a_u_s_citizen,estimate_total_income_data,estimate_total_less_than_20_000,estimate_total_20_000_to_39_999,estimate_total_40_000_to_59_999,estimate_total_60_000_to_99_999,estimate_total_100_000_to_149_999,estimate_total_150_000_to_199_999,estimate_total_200_000_or_more,estimate_total_ins_status_data,estimate_total_under_19_years,estimate_total_under_19_years_with_health_insurance_coverage,estimate_total_under_19_years_no_health_insurance_coverage,estimate_total_19_to_64_years,estimate_total_19_to_64_years_with_health_insurance_coverage,estimate_total_19_to_64_years_no_health_insurance_coverage,estimate_total_65_years_and_over,estimate_total_65_years_and_over_with_health_insurance_coverage,estimate_total_65_years_and_over_no_health_insurance_coverage,estimate_total_race_data,estimate_total_white_alone,estimate_total_black_or_african_american_alone,estimate_total_american_indian_and_alaska_native_alone,estimate_total_asian_alone,estimate_total_native_hawaiian_and_other_pacific_islander_alone,estimate_total_some_other_race_alone,estimate_total_two_or_more_races
0500000US42089,57668,0.016294812647217723,0.03204235533654771,0.03545828210666016,0.04490019236911885,0.026891402381263724,0.008302265679824348,0.009517084707223488,2017,PA,monroe,monroe_PA,0.103,17220,1.6,SNAP,1.85,Other Nutrition Program,0.595,0.057,0.349,9263000,3.15,0.158,5440,0.66,0.34,18058,40.88,-75.47,116911,3971,9868,38203,25962,10713,17336,10858,168046,141407,26639,168046,161282,6764,57668,5419,10656,11792,14932,8943,2761,3165,166857,35495,33725,1770,103729,94175,9554,27633,27430,203,168046,128453,24258,859,4255,0,5270,4951
0500000US42091,314756,0.002656772394849433,0.0039049638554591397,0.004004992784576414,0.00705854996283655,0.005992550446784544,0.00347658567667638,0.004676226264525836,2017,PA,montgomery,montgomery_PA,0.089,72520,1.6,SNAP,1.85,Other Nutrition Program,0.383,0.035,0.582,43346000,3.5,0.124,22250,0.42,0.58,18041,40.4,-75.5,580456,10681,19602,135739,83369,39766,162775,128524,826075,783287,42788,826075,786303,39772,314756,26321,38687,39678,69930,59369,34443,46328,811553,189910,186488,3422,485571,461379,24192,136072,135841,231,826075,653389,79031,847,63010,93,10221,19484
0500000US42095,113945,0.011383711704297014,0.01546428711765057,0.013427850463647775,0.020379000540189086,0.014811148584142867,0.0057657960634890015,0.006529844914007448,2017,PA,northampton,northampton_PA,0.092,27730,1.6,SNAP,1.85,Other Nutrition Program,0.507,0.038,0.455,15755000,3.33,0.148,9100,0.56,0.44,18010,40.84,-75.17,212826,6974,12815,74463,35809,19095,40172,23498,303405,263206,40199,303405,295294,8111,113945,14780,20078,17434,26459,19230,7486,8478,300797,64765,62919,1846,181128,169092,12036,54904,54879,25,303405,260162,19464,732,8693,0,5141,9213
0500000US42097,37684,0.05982745289373954,0.06120765307819963,0.04210314746370865,0.06511587298827796,0.02672377397972476,0.00490816086004431,0.00547854971178547,2017,PA,northumberland,northumberland_PA,0.124,11500,1.6,SNAP,1.85,Other Nutrition Program,0.633,0.042,0.326,6124000,3.12,0.189,3490,0.8,0.2,17017,40.65,-76.87,67075,1822,6600,34687,8883,4371,7873,2839,92029,88846,3183,92029,91707,322,37684,8496,8692,5979,9247,3795,697,778,88199,18443,17645,798,51561,48298,3263,18195,18026,169,92029,86841,3002,121,351,58,651,1005
0500000US42099,17348,0.0861928308936797,0.09632730021618251,0.09287161231605041,0.15514045005496935,0.0990519772143636,0.03100150779637747,0.015849645465028997,2017,PA,perry,perry_PA,0.09,4130,1.6,SNAP,1.85,Other Nutrition Program,0.528,0.061,0.41,2300000,3.26,0.149,1490,0.71,0.29,17006,40.33,-77.51,32823,1217,3098,15182,4565,2941,3999,1821,46127,45209,918,46127,45861,266,17348,2594,2899,2795,4669,2981,933,477,45643,10430,9308,1122,27142,24937,2205,8071,7924,147,46127,44573,659,70,91,0,313,421
0500000US42101,606142,0.0052285452434430064,0.0030483539321522184,0.002294750563609369,0.002898574990477439,0.001683359619244372,6.361046058297798e-4,7.080953928059368e-4,2017,PA,philadelphia,philadelphia_PA,0.201,314820,1.6,SNAP,1.85,Other Nutrition Program,0.763,0.009,0.228,173584000,3.23,0.213,73650,0.69,0.31,19019,39.95,-75.16,1075853,56925,101280,384070,167210,61519,176732,128117,1580863,1346680,234183,1580863,1476730,104133,606142,192101,111999,84311,106496,61848,23371,26016,1566792,365370,352148,13222,996382,900156,96226,205040,203866,1174,1580863,665060,663708,5742,115279,406,87287,43381
0500000US42103,20920,0.06379579496141177,0.08342351268055671,0.06505251728335934,0.12704320200051913,0.10101762518782285,0.024403262542545764,0.013275557619118994,2017,PA,pike,pike_PA,0.091,5090,1.6,SNAP,1.85,Other Nutrition Program,0.511,0.063,0.426,2984000,3.44,0.165,1790,0.6,0.4,18324,41.09,-75,40328,480,1850,13018,9263,4881,6883,3953,55691,49578,6113,55691,54782,909,20920,2792,3651,2847,5560,4421,1068,581,55312,11545,11024,521,32154,30195,1959,11613,11613,0,55691,50193,3745,49,831,0,111,762
0500000US42107,57492,0.02789433981319936,0.043157565882352374,0.03330075903729777,0.04164788306599809,0.01925677580379761,0.005424571722892241,0.003255348117028472,2017,PA,schuylkill,schuylkill_PA,0.116,16730,1.6,SNAP,1.85,Other Nutrition Program,0.575,0.062,0.363,8496000,2.98,0.18,5090,0.73,0.27,17901,40.67,-76.2,104560,3083,8053,48347,16679,10980,12468,4950,142569,136317,6252,142569,141625,944,57492,9220,14265,11007,13766,6365,1793,1076,135569,29626,28918,708,78961,73379,5582,26982,26910,72,142569,133712,3933,211,581,0,1131,3001
0500000US42109,14024,0.09442089170581668,0.15309709473678731,0.13255533908296396,0.1823843503224364,0.07881119124610439,0.05425260713522154,0.01754184579348775,2017,PA,snyder,snyder_PA,0.105,4270,1.6,SNAP,1.85,Other Nutrition Program,0.605,0.04,0.355,2065000,2.83,0.172,1510,0.85,0.15,17812,40.74,-77.22,27108,1539,2350,12228,3781,1919,3246,2045,40801,39841,960,40801,40577,224,14024,1857,3011,2607,3587,1550,1067,345,40475,9658,8551,1107,23624,20682,2942,7193,7126,67,null,null,null,null,null,null,null,null
0500000US42111,29405,0.06262620474125476,0.07916461153349745,0.06632710696049787,0.0854330146673405,0.03689336899807989,0.0053084816207268565,0.004325429468740401,2017,PA,somerset,somerset_PA,0.118,8930,1.6,SNAP,1.85,Other Nutrition Program,0.564,0.054,0.382,4331000,2.84,0.193,2670,0.75,0.25,15411,39.74,-79.33,55223,2153,4070,28983,8077,3980,5493,2467,74501,73357,1144,74501,74357,144,29405,5415,6845,5735,7387,3190,459,374,69619,14705,14070,635,39620,36775,2845,15294,15218,76,74501,70900,2003,15,91,25,238,1229
0500000US42115,14969,0.1107238523424729,0.1523624473588079,0.11893553667581226,0.15923527011605937,0.07792174372831828,0.028116093097846802,0.02075235442936312,2017,PA,susquehanna,susquehanna_PA,0.108,4500,1.6,SNAP,1.85,Other Nutrition Program,0.631,0.052,0.317,2728000,3.55,0.179,1430,0.79,0.21,18413,41.64,-75.59,30006,716,3533,13695,4745,2190,3286,1841,40985,40301,684,40985,40575,410,14969,2481,3414,2665,3568,1746,630,465,40706,8584,8400,184,22963,20588,2375,9159,9159,0,40985,39482,651,54,94,19,373,312
0500000US42117,13865,0.1293707325897334,0.1807652978485418,0.13098331510291464,0.17155797188618443,0.0755312841657792,0.01576169359657789,0.01727023852826357,2017,PA,tioga,tioga_PA,0.12,4980,1.6,SNAP,1.85,Other Nutrition Program,0.608,0.066,0.325,2662000,3.13,0.182,1520,0.78,0.23,16901,41.74,-77.3,28870,722,2158,13603,5309,2182,3236,1660,40793,40271,522,40793,40672,121,13865,2487,3475,2518,3298,1452,303,332,40368,8875,8168,707,23081,20108,2973,8412,8412,0,null,null,null,null,null,null,null,null
0500000US42119,14129,0.11506364960927626,0.1282882048974125,0.11461281249718072,0.185744890183368,0.06957919430008043,0.050694128604522236,0.04378129288572375,2017,PA,union,union_PA,0.106,4770,1.6,SNAP,1.85,Other Nutrition Program,0.423,0.047,0.53,2785000,3.42,0.156,1240,0.67,0.33,17810,41.09,-76.9,29608,1196,1768,10386,4546,2812,4797,4103,44595,41984,2611,44595,43899,696,14129,2297,2561,2288,3708,1389,1012,874,39743,9650,9147,503,22892,20792,2100,7201,7201,0,44595,38088,2453,234,917,0,1742,1161
0500000US42121,20918,0.08337090432776444,0.11257814548206349,0.09872870249340528,0.11394937746113858,0.0518782765416736,0.011724033421091875,0.00582773591106906,2017,PA,venango,venango_PA,0.121,6410,1.6,SNAP,1.85,Other Nutrition Program,0.619,0.068,0.313,2991000,2.73,0.193,2060,0.77,0.23,16301,41.42,-79.7,37526,807,1823,18241,6546,3432,4515,2162,51762,51175,587,51762,51456,306,20918,3648,4926,4320,4986,2270,513,255,51064,10850,10515,335,29414,27453,1961,10800,10800,0,51762,50174,523,0,178,0,39,848
0500000US42123,15587,0.11557716372891098,0.1492048498993242,0.11817024112026474,0.16249951652483638,0.07141252815871103,0.010372309565415088,0.01432366559033512,2017,PA,warren,warren_PA,0.115,4650,1.6,SNAP,1.85,Other Nutrition Program,0.596,0.066,0.338,2141000,2.7,0.193,1530,0.76,0.24,16312,41.95,-79.3,29395,547,1485,14756,4389,2412,3607,2199,39659,38999,660,39659,39338,321,15587,2808,3625,2871,3948,1735,252,348,39066,8030,7414,616,22554,21131,1423,8482,8482,0,null,null,null,null,null,null,null,null
0500000US42125,81924,0.016930536051542266,0.0247960909064302,0.018736380431940855,0.026271161811211228,0.020397697663083126,0.007075870431116273,0.007856615031222597,2017,PA,washington,washington_PA,0.106,21920,1.6,SNAP,1.85,Other Nutrition Program,0.498,0.035,0.468,12390000,3.31,0.157,6430,0.58,0.42,15004,40.39,-80.44,148873,2284,7383,54955,22825,14809,30381,16236,207298,203794,3504,207298,205965,1333,81924,11363,16642,12575,17632,13690,4749,5273,205390,43437,42608,829,121546,115750,5796,40407,40346,61,207298,193401,7776,164,1906,0,713,3338
0500000US42127,17272,0.11373617037891516,0.1260047935320784,0.09161242370927648,0.16938074533588512,0.04900745095607839,0.017631955679136273,0.011598206587416636,2017,PA,wayne,wayne_PA,0.103,5330,1.6,SNAP,1.85,Other Nutrition Program,0.538,0.036,0.427,3053000,3.36,0.166,1470,0.67,0.34,18405,41.6,-75.15,38956,956,4118,16914,6935,2456,4751,2826,51205,49791,1414,51205,49966,1239,17272,3393,3759,2733,5053,1462,526,346,47759,9288,8647,641,26774,23680,3094,11697,11697,0,51205,47664,1631,549,426,0,0,935
0500000US42129,151007,0.010716957318849921,0.011347572943062465,0.0106450373172012,0.016825333556441398,0.009988109497263515,0.003543375690985652,0.0031557093406352414,2017,PA,westmoreland,westmoreland_PA,0.106,37740,1.6,SNAP,1.85,Other Nutrition Program,0.498,0.045,0.456,19942000,3.1,0.164,10990,0.6,0.4,15012,40.12,-79.86,261007,4859,9849,93759,43910,29001,51308,28321,352627,348467,4160,352627,350940,1687,151007,24438,25876,24274,38367,22776,8080,7196,349534,69225,68748,477,204106,193249,10857,76203,76015,188,352627,334051,8262,137,3242,0,399,6536
0500000US42131,10606,0.12774782731793677,0.16446310406275785,0.1941553617692233,0.25149520075326587,0.1636630132862363,0.026402995625210316,0.014935027828401792,2017,PA,wyoming,wyoming_PA,0.103,2850,1.6,SNAP,1.85,Other Nutrition Program,0.557,0.049,0.394,1562000,3.21,0.169,950,0.69,0.31,18419,41.56,-75.78,19594,225,1116,9498,3336,1689,2475,1255,27322,26800,522,27322,27256,66,10606,1437,1850,2184,2829,1841,297,168,27070,5714,5556,158,15866,14587,1279,5490,5490,0,null,null,null,null,null,null,null,null
0500000US42133,171781,0.006654983797989705,0.010362702391217393,0.010118367768631053,0.015763480310993436,0.009882505220336884,0.003109251265228411,0.00232236500497115,2017,PA,york,york_PA,0.099,43680,1.6,SNAP,1.85,Other Nutrition Program,0.539,0.041,0.421,23127000,3.1,0.155,15300,0.63,0.37,17019,40.11,-77.03,310781,9741,22419,119750,47567,32790,50969,27545,446078,412494,33584,446078,437977,8101,171781,19638,30579,29858,46516,29162,9175,6853,440759,105009,100123,4886,262688,242659,20029,73062,72962,100,446078,397989,25570,641,6951,302,2999,11626
0500000US44001,19594,0.07139418300096637,0.08329755462863568,0.07793192102841713,0.11062061116567098,0.0687634597309563,0.04474834235522081,0.05360424247208639,2017,RI,bristol,bristol_RI,0.095,4640,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.476,NA,0.524,3485000,4.4,0.138,1310,0.45,0.55,02806,41.73,-71.31,34259,914,2573,8201,5270,2297,7334,7670,48912,48063,849,48912,47163,1749,19594,2741,3198,2992,4247,2640,1718,2058,48249,10640,10466,174,28812,28538,274,8797,8797,0,48912,45613,335,29,1414,0,98,1423
0500000US44003,69536,0.019850037717636163,0.02113021831226179,0.017893574321003133,0.03535904301504745,0.029082228629443607,0.010646800809584389,0.009848497563178099,2017,RI,kent,kent_RI,0.097,15830,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.534,NA,0.466,8851000,3.28,0.148,4660,0.55,0.45,02816,41.68,-71.66,120853,4008,7107,32713,22876,13657,25771,14721,163760,155623,8137,163760,158612,5148,69536,9598,10217,8652,17097,14062,5148,4762,162523,32223,31557,666,100952,95995,4957,29348,29217,131,163760,151122,2255,97,5324,0,1541,3421
0500000US44005,34568,0.036068556648769616,0.04116501859751687,0.03443668459621507,0.06717454854284773,0.05682262172741198,0.025155935333225393,0.0284615223114769,2017,RI,newport,newport_RI,0.106,8780,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.494,NA,0.506,5256000,3.51,0.152,2270,0.55,0.45,02801,41.51,-71.16,60470,1054,2581,13453,10799,3691,17182,11710,83460,78438,5022,83460,81539,1921,34568,4310,4919,4115,8027,6790,3006,3401,79713,15153,14938,215,47695,45922,1773,16865,16865,0,83460,74578,3902,482,1726,0,615,2157
0500000US44007,237197,0.008023473316698842,0.007899411813551978,0.005907851437104091,0.00985702412825051,0.006104252527329428,0.0022839402799960155,0.0020830957261909187,2017,RI,providence,providence_RI,0.126,79720,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.728,NA,0.272,45218000,3.32,0.184,24370,0.78,0.22,02802,41.95,-71.45,435612,29237,33959,146232,70170,31009,77636,47369,637357,492037,145320,637357,580468,56889,237197,45142,44444,33239,55458,34344,12850,11720,628417,142237,138764,3473,394934,362788,32146,91246,90843,403,637357,477587,58493,3701,26696,1128,43526,26226
0500000US44009,47853,0.027053469602694696,0.028411601813580586,0.027415929324570994,0.03850370322630495,0.041289839401691425,0.023057678692853592,0.0232410920460922,2017,RI,washington,washington_RI,0.097,12270,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.491,NA,0.509,7641000,3.65,0.149,3310,0.48,0.52,02804,41.42,-71.78,85775,2088,2771,20014,15549,8222,21776,15355,126150,122132,4018,126150,123889,2261,47853,6195,6506,6278,8817,9455,5280,5322,125209,23755,23650,105,77652,73779,3873,23802,23802,0,126150,117358,1675,1271,2898,0,1523,1425
0500000US45001,9070,0.2931991651360423,0.2851763024084391,0.19254870546247552,0.1971679294571561,0.10113669377826996,0.013979230510217601,0.01932780566195303,2017,SC,abbeville,abbeville_SC,0.152,3760,1.3,SNAP,1.85,Other Nutrition Program,0.618,0.164,0.218,1899000,2.96,0.205,1080,0.76,0.24,29620,34.17,-82.37,17513,707,3057,6290,2633,1984,2071,771,25938,25245,693,25938,25938,0,9070,2412,2346,1584,1622,832,115,159,25611,5628,5256,372,14950,13194,1756,5033,5033,0,null,null,null,null,null,null,null,null
0500000US45003,67790,0.02472862434667112,0.03554576546135803,0.02645858354726981,0.03440333957417022,0.016572791536804576,0.0068066822383304505,0.0029985959477044,2017,SC,aiken,aiken_SC,0.125,20750,1.3,SNAP,1.85,Other Nutrition Program,0.589,0.167,0.244,9725000,2.75,0.183,6700,0.74,0.26,29105,33.84,-81.61,118618,5449,9399,40379,23124,8888,20160,11219,168179,158468,9711,168179,163222,4957,67790,11364,16335,12159,15810,7616,3128,1378,166446,37578,36348,1230,97689,81356,16333,31179,31179,0,168179,119316,41838,899,1853,0,1109,3164
0500000US45007,76727,0.023877904412374275,0.029622734228312946,0.021880293571586617,0.03197026669597327,0.014256758322050032,0.005437374405919474,0.003286885184459289,2017,SC,anderson,anderson_SC,0.117,22700,1.3,SNAP,1.85,Other Nutrition Program,0.585,0.162,0.253,10506000,2.71,0.174,7830,0.73,0.27,29621,34.51,-82.64,136504,6018,15807,44968,25772,15558,18928,9453,198759,191197,7562,198759,197215,1544,76727,14057,17439,12881,18821,8393,3201,1935,197407,47240,43252,3988,115388,96958,18430,34779,34614,165,198759,159254,32700,526,1912,85,844,3438
0500000US45011,8180,0.37526676669795134,0.25540856403297446,0.2722963157800348,0.23239339793521083,0.05514672915632976,0.023463513489278515,0.008518600438782647,2017,SC,barnwell,barnwell_SC,0.193,4210,1.3,SNAP,1.85,Other Nutrition Program,0.659,0.126,0.215,1928000,2.68,0.24,1290,0.67,0.33,29812,33.24,-81.36,13687,834,2183,3807,3270,1817,1267,509,21345,20711,634,21345,21142,203,8180,2511,1709,1822,1555,369,157,57,21076,5426,4982,444,11530,8208,3322,4120,4112,8,null,null,null,null,null,null,null,null
0500000US45013,68366,0.020916106839949572,0.026521691938217563,0.026951738733924382,0.03423258075278163,0.0185305238687401,0.008570982405977699,0.010547913944450838,2017,SC,beaufort,beaufort_SC,0.096,17150,1.3,SNAP,1.85,Other Nutrition Program,0.493,0.185,0.322,10415000,3.56,0.162,5720,0.69,0.31,29901,32.42,-80.68,132688,2962,7766,30182,23017,14173,31295,23293,186844,166056,20788,186844,179396,7448,68366,9776,12396,12597,16000,8661,4006,4930,179788,38458,33960,4498,92487,73831,18656,48843,48843,0,186844,141002,36478,138,2757,205,4066,2198
0500000US45015,75948,0.014013283084761857,0.028758176396143722,0.02511226097770327,0.03305942040620115,0.01575562497517206,0.009200605385479548,0.005769665483865824,2017,SC,berkeley,berkeley_SC,0.112,22930,1.3,SNAP,1.85,Other Nutrition Program,0.497,0.19,0.313,12218000,3.12,0.158,7840,0.67,0.33,29410,32.91,-80.01,145644,5211,11258,42182,36543,14290,23589,12571,217937,203577,14360,217937,211776,6161,75948,8083,16588,14485,19069,9088,5307,3328,211581,54453,51171,3282,126946,108174,18772,30182,30099,83,217937,146907,52162,1067,4789,0,5232,7780
0500000US45019,158635,0.009767112357413916,0.011894665128543503,0.009548555386154806,0.013713059129419296,0.008595646991465089,0.003457968661630493,0.006060783501170799,2017,SC,charleston,charleston_SC,0.13,50260,1.3,SNAP,1.85,Other Nutrition Program,0.513,0.098,0.389,29784000,3.47,0.162,12550,0.61,0.39,29401,32.78,-79.99,285858,7375,14737,71911,48459,21995,77105,44276,401438,380922,20516,401438,388134,13304,158635,24579,29933,24029,34509,21631,8702,15252,394779,84276,77086,7190,248617,207503,41114,61886,61549,337,401438,276815,107685,535,4841,0,1396,10166
0500000US18089,184206,0.009490788031363348,0.010574135963399484,0.009196963796259967,0.013237415414381675,0.007744346288913366,0.0026338086149638004,0.001409590086759747,2017,IN,lake,lake_IN,0.143,69750,1.3,SNAP,1.85,Other Nutrition Program,0.577,0.135,0.287,33437000,2.81,0.188,22240,0.66,0.34,46303,41.37,-87.43,328166,13529,25129,111487,75366,28525,49595,24535,485640,392817,92823,485640,471315,14325,184206,32204,35880,31207,44917,26278,8937,4783,482120,121390,113182,8208,284363,254210,30153,76367,76110,257,485640,298255,114738,1365,6545,130,46003,18604
0500000US18093,17859,0.11011341521864784,0.11121078695345782,0.10650776523284358,0.1564538559057667,0.04822164937536456,0.014610720812041539,0.012823572558208129,2017,IN,lawrence,lawrence_IN,0.116,5310,1.3,SNAP,1.85,Other Nutrition Program,0.554,0.178,0.268,2227000,2.46,0.175,1780,0.84,0.16,47420,38.91,-86.59,32154,1798,2968,12362,6014,2361,3735,2916,45666,45172,494,45666,45327,339,17859,3512,3547,3397,4990,1538,466,409,45093,10251,9711,540,26167,23743,2424,8675,8675,0,null,null,null,null,null,null,null,null
0500000US18095,50751,0.04311509574109236,0.05046077436712988,0.03198786797036109,0.04233859694341397,0.021749731322971578,0.0037737841567169537,0.0036146019031928853,2017,IN,madison,madison_IN,0.144,18640,1.3,SNAP,1.85,Other Nutrition Program,0.591,0.136,0.274,8521000,2.68,0.193,5530,0.78,0.22,46001,40.25,-85.67,90600,1993,8166,35071,19549,8773,11542,5506,129498,124175,5323,129498,127053,2445,50751,11105,12997,8239,10905,5602,972,931,124894,29545,28346,1199,73205,64297,8908,22144,22144,0,129498,113687,10406,418,832,0,1167,2988
0500000US18097,369122,0.005395774896634816,0.006068577046821863,0.004879962361289056,0.005570892812021124,0.003019352858791856,0.0010375699789674144,0.0011191840283846716,2017,IN,marion,marion_IN,0.174,163410,1.3,SNAP,1.85,Other Nutrition Program,0.626,0.156,0.218,76832000,2.76,0.19,44320,0.72,0.28,46107,39.71,-86.08,626646,31657,62020,173319,112939,45920,126064,74727,950082,850162,99920,950082,883078,67004,369122,73518,82685,66490,75904,41139,14137,15249,940170,245877,228262,17615,580851,498252,82599,113442,112186,1256,950082,600178,261425,1538,29676,295,21473,35497
0500000US18099,17841,0.09798892389628806,0.11385439570379863,0.11790715978928151,0.1322017928039693,0.07983002745125616,0.015017218859386243,0.0037071795510618755,2017,IN,marshall,marshall_IN,0.1,4670,1.3,SNAP,1.85,Other Nutrition Program,0.612,0.19,0.199,2066000,2.59,0.149,1770,0.82,0.18,46501,41.23,-86.24,30794,1030,3167,11844,6346,2113,3851,2443,46498,41678,4820,46498,45689,809,17841,3119,3624,3753,4208,2541,478,118,46008,12394,10801,1593,26067,22415,3652,7547,7547,0,46498,43185,769,0,273,0,972,1299
0500000US18103,13529,0.09626635109515075,0.20269475741373968,0.154670851277169,0.1899648710316908,0.06075379251861956,0.010763036983964075,0.02403927042103651,2017,IN,miami,miami_IN,0.136,4900,1.3,SNAP,1.85,Other Nutrition Program,0.585,0.168,0.247,2021000,2.42,0.195,1530,0.87,0.14,46911,40.6,-85.92,24661,929,2606,9517,5354,2962,2013,1280,35845,34964,881,35845,35609,236,13529,1762,3710,2831,3477,1112,197,440,33731,8160,7567,593,19688,17350,2338,5883,5786,97,35845,32024,2087,73,192,0,569,900
0500000US18105,57047,0.04200211138950784,0.029981315445711313,0.03202472784413276,0.03126267329554852,0.026041985077626666,0.007184207800765918,0.006797034925275538,2017,IN,monroe,monroe_IN,0.168,24260,1.3,SNAP,1.85,Other Nutrition Program,0.608,0.055,0.337,12366000,2.99,0.176,4070,0.69,0.31,47401,39.16,-86.52,85191,2505,5497,17331,15966,5551,20651,17690,146986,141838,5148,146986,136986,10000,57047,13669,9757,10422,10174,8475,2338,2212,145912,29907,29044,863,98033,91223,6810,17972,17957,15,146986,126697,4111,189,9374,47,674,5894
0500000US18107,15467,0.10061527515692356,0.13919770098568984,0.1167505041600696,0.18229464684642444,0.07294293940541405,0.023743031279240788,0.010993692300071002,2017,IN,montgomery,montgomery_IN,0.107,4120,1.3,SNAP,1.85,Other Nutrition Program,0.474,0.201,0.325,1984000,2.82,0.156,1380,0.66,0.35,47916,39.98,-87.05,25763,449,1698,10397,5909,2033,3837,1440,38525,36623,1902,38525,37978,547,15467,2407,3330,2793,4361,1745,568,263,37964,9361,8919,442,22319,19406,2913,6284,6284,0,38525,37047,414,0,191,0,18,855
0500000US18109,26441,0.04936159756191527,0.06605385614051715,0.0654101957840158,0.1182332557075606,0.055011505135649404,0.013144974836105513,0.010985136750956512,2017,IN,morgan,morgan_IN,0.112,7760,1.3,SNAP,1.85,Other Nutrition Program,0.477,0.136,0.387,3838000,2.9,0.171,2780,0.67,0.33,46111,39.54,-86.37,48471,1125,5424,17906,10121,4888,6216,2791,69713,68624,1089,69713,68650,1063,26441,3451,4618,4573,8266,3846,919,768,68944,17185,17064,121,40784,37224,3560,10975,10975,0,null,null,null,null,null,null,null,null
0500000US18113,18371,0.0642086171928792,0.14711388295461247,0.11066875182990485,0.1373951813213571,0.05745293435025047,0.01262246004806947,0.014874354328945714,2017,IN,noble,noble_IN,0.094,4470,1.3,SNAP,1.85,Other Nutrition Program,0.485,0.31,0.204,2158000,2.83,0.144,1740,0.81,0.19,46701,41.39,-85.41,31484,2645,2375,12669,6797,2571,3078,1349,47452,42494,4958,47452,46216,1236,18371,2167,4965,3735,4637,1939,426,502,46737,12792,12414,378,27315,24423,2892,6630,6630,0,null,null,null,null,null,null,null,null
0500000US18119,7716,0.14008176744088552,0.380101966089597,0.26605457988772496,0.24657078489594714,0.21969658490728805,0.01377302749418778,0.029729583737454116,2017,IN,owen,owen_IN,0.127,2670,1.3,SNAP,1.85,Other Nutrition Program,0.586,0.098,0.316,1431000,3.14,0.201,910,0.75,0.26,47427,39.24,-86.98,14199,499,1102,5813,3401,1065,1019,1300,20839,20591,248,20839,20839,0,7716,834,2263,1584,1468,1308,82,177,20696,4876,4346,530,12693,9917,2776,3127,3127,0,null,null,null,null,null,null,null,null
0500000US18127,64722,0.022929443314148222,0.02520448334313138,0.02381988395508287,0.035534072226038126,0.02959461829937485,0.010155320339238577,0.007269146787254693,2017,IN,porter,porter_IN,0.104,17470,1.3,SNAP,1.85,Other Nutrition Program,0.461,0.094,0.445,8840000,2.97,0.157,5970,0.53,0.47,46301,41.68,-86.97,114962,1444,5622,40648,23342,9408,21802,12696,168404,151510,16894,168404,166288,2116,64722,9605,10558,9978,14885,12397,4254,3045,166566,40507,39969,538,100519,91143,9376,25540,25540,0,168404,154464,6688,173,2424,0,1319,3336
0500000US18129,10656,0.10964300449097747,0.13861693901108316,0.1561422063955848,0.24394467665864064,0.19427507462417373,0.06094213582952321,0.034874401428455486,2017,IN,posey,posey_IN,0.1,2560,1.3,SNAP,1.85,Other Nutrition Program,0.427,0.114,0.459,1338000,3.06,0.143,810,0.52,0.48,47612,38.18,-87.7,18077,7,1578,6418,3780,1955,2925,1414,25595,25458,137,25595,25422,173,10656,1245,1574,1773,2770,2206,692,396,25351,5776,5676,100,15242,13925,1317,4333,4333,0,null,null,null,null,null,null,null,null
0500000US18133,12951,0.09139775916661842,0.1287200013311997,0.16431325783639947,0.2587516469557234,0.08633004257877593,0.032194905381587695,0.010433534151440459,2017,IN,putnam,putnam_IN,0.117,4400,1.3,SNAP,1.85,Other Nutrition Program,0.411,0.141,0.448,1876000,2.5,0.177,1300,0.65,0.35,46105,39.76,-86.81,25033,1188,2560,11331,4595,1519,2285,1555,37702,36975,727,37702,37217,485,12951,1533,2159,2756,4340,1448,540,175,34963,8291,7474,817,20542,18805,1737,6130,6130,0,37702,35155,993,201,508,34,166,645
