geo_id,total,less_9th,nineth_to_12th,hs_grad,some_coll,assoc_deg,bach_deg,grad_or_prof,year,state,county,county_state,fi_rate,number_food_insecure_individuals,low_threshold_in_state,low_threshold_type,high_threshold_in_state,high_threshold_type,percent_fi_low_threshold,percent_fi_btwn_thresholds,percent_fi_high_threshold,weighted_annual_food_budget_shortfall,cost_per_meal,child_fi_rate,number_food_insecure_children,percent_of_children_in_fi_hh_with_hh_incomes_below_185_percent_fpl,percent_of_children_in_fi_hh_with_hh_incomes_above_185_percent_fpl,zip,latitude,longitude,estimate_total_edu_data,estimate_total_less_than_9th_grade,estimate_total_9th_to_12th_grade_no_diploma,estimate_total_high_school_graduate_includes_equivalency,estimate_total_some_college_no_degree,estimate_total_associates_degree,estimate_total_bachelors_degree,estimate_total_graduate_or_professional_degree,estimate_total_hispanic_data,estimate_total_not_hispanic_or_latino,estimate_total_hispanic_or_latino,estimate_total_immigration_data,estimate_total_u_s_citizen,estimate_total_not_a_u_s_citizen,estimate_total_income_data,estimate_total_less_than_20_000,estimate_total_20_000_to_39_999,estimate_total_40_000_to_59_999,estimate_total_60_000_to_99_999,estimate_total_100_000_to_149_999,estimate_total_150_000_to_199_999,estimate_total_200_000_or_more,estimate_total_ins_status_data,estimate_total_under_19_years,estimate_total_under_19_years_with_health_insurance_coverage,estimate_total_under_19_years_no_health_insurance_coverage,estimate_total_19_to_64_years,estimate_total_19_to_64_years_with_health_insurance_coverage,estimate_total_19_to_64_years_no_health_insurance_coverage,estimate_total_65_years_and_over,estimate_total_65_years_and_over_with_health_insurance_coverage,estimate_total_65_years_and_over_no_health_insurance_coverage,estimate_total_race_data,estimate_total_white_alone,estimate_total_black_or_african_american_alone,estimate_total_american_indian_and_alaska_native_alone,estimate_total_asian_alone,estimate_total_native_hawaiian_and_other_pacific_islander_alone,estimate_total_some_other_race_alone,estimate_total_two_or_more_races
0500000US40153,13820,3.516642547033285,8.892908827785817,41.837916063675834,25.15195369030391,4.102749638205499,11.866859623733719,4.630969609261939,2017,OK,woodward,woodward_OK,0.124,2610,1.3,SNAP,1.85,Other Nutrition Program,0.392,0.198,0.41,1429000,3.21,0.194,1050,0.6,0.4,73801,36.42,-99.4,13820,486,1229,5782,3476,567,1640,640,20463,17806,2657,20463,19342,1121,7872,958,1890,2018,1706,736,416,148,19452,5049,4172,877,11181,8863,2318,3222,3222,0,20463,18252,375,275,0,0,1413,148
0500000US41003,55327,1.22363403040107,1.4947493990275995,13.170784607876806,20.073381893108248,10.215627089847633,28.8159488134184,25.00587416632024,2017,OR,benton,benton_OR,0.146,12880,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.674,NA,0.326,7183000,3.27,0.169,2500,0.57,0.43,97321,44.62,-123.13,55327,677,827,7287,11106,5652,15943,13835,90951,84162,6789,90951,84866,6085,35445,6366,6041,5233,8310,5514,1645,2336,90629,18698,18208,490,57878,54053,3825,14053,14053,0,90951,76925,1049,375,6294,303,1763,4242
0500000US41005,291445,2.1098320437818456,3.724201821956115,21.27742798812812,25.422292370773214,9.053166120537323,24.111238827222977,14.301840827600405,2017,OR,clackamas,clackamas_OR,0.102,40800,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.561,NA,0.439,22964000,3.3,0.164,14500,0.48,0.52,97004,45.25,-122.46,291445,6149,10854,62012,74092,26385,70271,41682,412672,376958,35714,412672,399430,13242,157257,15026,20222,23133,38550,29576,15092,15658,411033,94092,91521,2571,245501,228542,16959,71440,71219,221,412672,363973,3126,3074,16813,1280,4805,19601
0500000US41007,27753,3.6428494216841427,8.532410910532194,24.487442798976687,32.16949518970922,9.959283681043491,14.095773429899468,7.112744568154794,2017,OR,clatsop,clatsop_OR,0.125,4740,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.767,NA,0.233,2505000,3.1,0.183,1370,0.73,0.28,97102,45.84,-123.86,27753,1011,2368,6796,8928,2764,3912,1974,39182,35830,3352,39182,38402,780,15031,2362,3298,2595,3580,2403,485,308,38488,8984,8722,262,21018,18228,2790,8486,8345,141,39182,36258,335,119,171,578,411,1310
0500000US41009,37118,2.3196292903712483,8.78280079745676,35.12042674713077,28.08610377714317,9.21924672665553,11.856781076566625,4.615011584675899,2017,OR,columbia,columbia_OR,0.123,6200,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.694,NA,0.306,3543000,3.35,0.196,2170,0.66,0.34,97016,46.06,-123.27,37118,861,3260,13036,10425,3422,4401,1713,51782,49078,2704,51782,51337,445,19827,3242,3564,3166,5615,2702,1170,368,51520,11934,11547,387,30362,27647,2715,9224,9224,0,51782,47840,144,220,740,64,206,2568
0500000US41011,47271,2.369317340441285,7.698165894523069,30.756700725603437,34.627996022931605,8.224915910389033,10.77827843709674,5.544625669014829,2017,OR,coos,coos_OR,0.148,9330,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.805,NA,0.195,5148000,3.23,0.226,2650,0.77,0.23,97407,43.42,-124.03,47271,1120,3639,14539,16369,3888,5095,2621,63888,59716,4172,63888,62529,1359,26578,6674,6327,4475,5540,2110,585,867,63093,12650,12537,113,34711,31004,3707,15732,15537,195,63888,56388,332,1790,464,254,1824,2836
0500000US41013,18942,3.0461408510188996,8.605215922289092,32.08214549677964,27.045718509133142,8.826945412311266,13.747228381374724,6.646605427093231,2017,OR,crook,crook_OR,0.141,3060,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.903,NA,0.097,3237000,6.2,0.227,960,0.94,0.06,97751,44.11,-119.79,18942,577,1630,6077,5123,1672,2604,1259,23122,21310,1812,23122,22634,488,10564,2340,2661,1665,2333,788,681,96,23058,3874,3651,223,12174,10750,1424,7010,7010,0,23122,20633,92,499,309,249,299,1041
0500000US41015,14748,3.485218334689449,3.051261187957689,36.0184431787361,21.291022511526986,10.272579332790887,17.20233251966368,8.679142934635205,2017,OR,curry,curry_OR,0.141,3170,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.792,NA,0.208,1754000,3.24,0.218,740,0.73,0.27,97406,42.59,-124.01,14748,514,450,5312,3140,1515,2537,1280,19764,19120,644,19764,19626,138,9165,2726,2293,1104,1771,752,366,153,19558,2972,2901,71,10120,9292,828,6466,6466,0,null,null,null,null,null,null,null,null
0500000US41017,135342,1.5774851856777645,4.376320728229226,24.378241787471737,25.8456355011748,10.106249353489678,22.1357745563092,11.58029288764759,2017,OR,deschutes,deschutes_OR,0.119,20930,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.657,NA,0.343,12186000,3.41,0.185,6890,0.59,0.41,97701,44.07,-121.25,135342,2135,5923,32994,34980,13678,29959,15673,186875,171896,14979,186875,181576,5299,74498,7751,13869,10823,23605,11544,3132,3774,186229,41119,39844,1275,109423,97976,11447,35687,35444,243,186875,176539,1077,704,2751,292,893,4619
0500000US41019,80775,3.0244506344784896,8.183225007737542,33.1934385639121,28.51005880532343,9.817393995666976,10.856081708449397,6.415351284432064,2017,OR,douglas,douglas_OR,0.142,15330,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.793,NA,0.207,7922000,3.03,0.228,4800,0.73,0.27,97410,42.78,-123.12,80775,2443,6610,26812,23029,7930,8769,5182,109405,102978,6427,109405,108771,634,45379,7999,11018,8423,10613,4448,1737,1141,108660,22227,21559,668,59827,54255,5572,26606,26606,0,109405,100687,420,1091,697,35,788,5687
0500000US41027,16452,14.271821055190859,3.774617067833698,15.815706297106736,22.75711159737418,5.652808169219547,20.872842207634328,16.85509360564065,2017,OR,hood river,hood river_OR,0.083,1920,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.857,NA,0.143,1241000,3.79,0.169,960,0.64,0.36,97014,45.61,-121.84,16452,2348,621,2602,3744,930,3434,2773,23377,17348,6029,23377,20651,2726,8410,625,1409,1380,2010,1551,652,783,23289,5873,5768,105,13729,11832,1897,3687,3687,0,23377,19342,0,103,575,0,2040,1317
0500000US41029,154281,2.911570446134002,6.00981326281266,25.867734847453672,28.28280864137515,8.562298662829512,18.11240528645783,10.253368852937172,2017,OR,jackson,jackson_OR,0.133,28160,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.787,NA,0.213,14826000,3.09,0.209,9260,0.74,0.27,97501,42.28,-122.9,154281,4492,9272,39909,43635,13210,27944,15819,217479,189434,28045,217479,210607,6872,89701,16970,17916,17441,20510,9023,3427,4414,216006,47770,44782,2988,122010,108117,13893,46226,46226,0,217479,199449,580,3339,3030,121,3051,7909
0500000US41031,16914,6.255173229277522,9.6369871112687715,32.74801939221946,26.705687596074256,5.628473453943479,13.645500768594065,5.380158448622443,2017,OR,jefferson,jefferson_OR,0.131,2970,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.824,NA,0.176,1837000,3.62,0.228,1240,0.76,0.24,97711,44.7,-120.72,16914,1058,1630,5539,4517,952,2308,910,23760,18042,5718,23760,22575,1185,8084,1146,1878,1669,1392,1387,225,387,22604,5476,4936,540,12450,10832,1618,4678,4527,151,23760,17514,269,3397,30,0,2363,187
0500000US41033,64096,1.9533200199700447,6.733649525711432,31.020656515227156,31.85846230654019,9.5481777333999,11.567024463305042,7.318709435846231,2017,OR,josephine,josephine_OR,0.147,12380,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.868,NA,0.132,6536000,3.09,0.227,3760,0.81,0.19,97497,42.66,-123.39,64096,1252,4316,19883,20420,6120,7414,4691,86352,79878,6474,86352,84691,1661,36493,8334,8229,6502,8383,2794,1193,1058,85729,17166,16377,789,47158,42259,4899,21405,21361,44,86352,79914,361,1036,542,0,1196,3303
0500000US41035,46898,4.644121284489744,6.874493581815856,33.61977056590899,23.165166958079237,12.27984135784042,13.049596997739776,6.367009254125976,2017,OR,klamath,klamath_OR,0.143,9450,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.842,NA,0.158,5088000,3.16,0.223,3190,0.83,0.17,97425,43.47,-121.92,46898,2178,3224,15767,10864,5759,6120,2986,66935,58134,8801,66935,64833,2102,27616,6792,7209,4936,5501,2113,505,560,66331,15071,13672,1399,36931,30866,6065,14329,14329,0,66935,58719,629,2773,861,0,747,3206
0500000US41039,257137,2.4049436681613305,5.118283249785134,22.521846330944204,29.378891408082076,9.489105029614564,18.244360010422458,12.842570302990236,2017,OR,lane,lane_OR,0.146,53150,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.76,NA,0.24,28582000,3.15,0.202,13940,0.69,0.31,97401,44.06,-123.08,257137,6184,13161,57912,75544,24400,46913,33023,374748,341360,33388,374748,363961,10787,151675,29291,33054,24810,35157,18385,5356,5622,372940,75728,72346,3382,227345,206783,20562,69867,69555,312,374748,323643,3667,1998,11318,887,11412,21823
0500000US41041,37880,3.9598732840549102,6.993136219640972,26.319957761351638,26.913938753959872,8.08870116156283,15.98468848996832,11.739704329461457,2017,OR,lincoln,lincoln_OR,0.142,6700,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.807,NA,0.193,3984000,3.48,0.234,1900,0.78,0.22,97326,44.62,-123.6,37880,1500,2649,9970,10195,3064,6055,4447,48920,44369,4551,48920,47481,1439,21242,4746,4760,4397,3878,1859,917,685,48572,8771,8016,755,26375,22995,3380,13426,13296,130,48920,43204,126,1804,353,196,761,2476
0500000US41043,87222,3.416569214189081,7.158744353488798,31.39804177845039,29.32058425626562,11.374423883882507,12.87060603976061,4.461030473962991,2017,OR,linn,linn_OR,0.135,16300,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.793,NA,0.207,8286000,2.98,0.209,5840,0.77,0.23,97322,44.63,-123,87222,2980,6244,27386,25574,9921,11226,3891,125047,113652,11395,125047,121962,3085,47188,7857,10534,8290,11060,6568,2127,752,124360,29740,28663,1077,72073,64262,7811,22547,22547,0,125047,113855,335,1277,1995,0,2376,5209
0500000US41045,19709,4.277233751078188,12.58815769445431,31.31564259982749,32.17311887969963,9.924400020295296,6.205286924755188,3.516160129889898,2017,OR,malheur,malheur_OR,0.13,3940,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.817,NA,0.183,1733000,2.58,0.231,1790,0.71,0.29,97901,43.59,-117.1,19709,843,2481,6172,6341,1956,1223,693,30480,20123,10357,30480,29028,1452,9165,1698,1845,2361,2232,717,149,163,27116,8455,8253,202,14051,12583,1468,4610,4610,0,30480,27661,399,313,154,0,712,1241
0500000US41047,225382,8.297024607111481,7.960263020116957,28.610093086404415,23.541809017579045,8.604058886690153,15.77632641470925,7.2104249673886995,2017,OR,marion,marion_OR,0.11,36260,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.87,NA,0.13,18423000,2.98,0.194,16230,0.73,0.27,97002,45.23,-122.8,225382,18700,17941,64482,53059,19392,35557,16251,341286,250300,90986,341286,311135,30151,115718,16681,22741,21898,28220,16490,5614,4074,335089,89134,85555,3579,195277,169357,25920,50678,50603,75,341286,278886,3323,2584,7927,3187,23901,21478
0500000US41051,587811,3.4980631529522244,4.398522654390612,18.079620830505043,21.186061506164396,7.469237561052787,27.2512763456281,18.117217949306834,2017,OR,multnomah,multnomah_OR,0.138,108470,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.695,NA,0.305,62216000,3.36,0.187,28860,0.61,0.39,97010,45.55,-122.27,587811,20562,25855,106274,124534,43905,160186,106495,807555,714099,93456,807555,748007,59548,325039,50929,52327,50795,72281,50224,24305,24178,802324,162651,158792,3859,537325,484430,52895,102348,101668,680,807555,626905,44359,8449,59897,5003,20461,42481
0500000US41053,52409,4.0145776488771014,7.025510885534928,21.282604132877943,27.2529527371253,9.574691369802897,17.884332843595566,12.965330382186266,2017,OR,polk,polk_OR,0.122,9710,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.715,NA,0.285,5244000,3.16,0.187,3480,0.63,0.37,97304,45.02,-123.11,52409,2104,3682,11154,14283,5018,9373,6795,83696,71951,11745,83696,79448,4248,29260,5175,6172,4265,7568,4072,1231,777,83354,21790,20857,933,46961,41829,5132,14603,14470,133,83696,75900,1065,1399,2011,1188,725,1408
0500000US41057,20095,2.5727792983329185,8.315501368499627,31.047524259766114,30.32097536700672,7.802936053744712,10.997760636974371,8.94252301567554,2017,OR,tillamook,tillamook_OR,0.125,3230,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.809,NA,0.191,1742000,3.16,0.205,1010,0.75,0.25,97107,45.58,-123.81,20095,517,1671,6239,6093,1568,2210,1797,26690,23838,2852,26690,25658,1032,11114,1910,2312,2443,3084,620,224,521,26133,5082,4490,592,14537,11794,2743,6514,6514,0,26690,24844,313,66,124,79,140,1124
0500000US41059,49992,7.073131701072172,10.979756761081774,28.610577692430788,26.980316850696113,9.113458153304528,9.839574331893102,7.403184509521524,2017,OR,umatilla,umatilla_OR,0.115,8830,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.848,NA,0.152,4795000,3.18,0.205,4060,0.77,0.23,97801,45.73,-118.79,49992,3536,5489,14303,13488,4556,4919,3701,76985,56339,20646,76985,72057,4928,27525,4911,5710,4538,7627,3254,798,687,72786,21274,20349,925,40698,36960,3738,10814,10814,0,76985,64373,946,3134,220,220,5265,2827
0500000US41061,17118,1.6590723215328895,4.743544806636289,31.39385442224559,27.678467110643766,9.843439654165206,14.113798340927678,10.56782334384858,2017,OR,union,union_OR,0.148,3820,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.799,NA,0.201,2139000,3.28,0.22,1260,0.78,0.22,97824,45.35,-117.84,17118,284,812,5374,4738,1685,2416,1809,26222,24953,1269,26222,25921,301,10273,1742,2751,2066,2344,752,383,235,25978,6730,6488,242,14297,12993,1304,4951,4951,0,26222,23906,489,649,13,228,162,775
0500000US41065,18564,2.4563671622495153,12.276449041154923,27.170868347338935,26.993104934281405,11.1236802413273,13.429217840982547,6.5503124326653746,2017,OR,wasco,wasco_OR,0.113,2900,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.778,NA,0.222,1644000,3.32,0.177,1030,0.69,0.31,97001,44.95,-120.65,18564,456,2279,5044,5011,2065,2493,1216,26437,21581,4856,26437,24334,2103,10007,1645,1998,2261,2402,1009,389,303,26040,6428,5887,541,14520,12486,2034,5092,5092,0,26437,22206,121,782,416,52,2255,605
0500000US41067,404077,3.232304733998718,3.6641531193312162,17.094019209210128,22.045798201827868,8.174432100812469,29.29416918062647,16.495123454193138,2017,OR,washington,washington_OR,0.101,57730,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.648,NA,0.352,31500000,3.2,0.165,22570,0.55,0.45,97005,45.49,-122.8,404077,13061,14806,69073,89082,33031,118371,66653,588957,489957,99000,588957,535264,53693,217894,17706,29485,31769,54501,44816,21513,18104,585404,143749,140230,3519,366402,335198,31204,75253,75013,240,588957,446384,12620,3731,62424,1546,29680,32572
0500000US41071,70951,4.391763329621852,5.83642231962904,23.5965666445857,27.878394948626518,10.806049245253767,17.039928965060394,10.450874547222732,2017,OR,yamhill,yamhill_OR,0.108,11100,1.85,"SNAP, Other Nutrition Programs",1.85,"SNAP, Other Nutrition Programs",0.723,NA,0.277,5952000,3.14,0.188,4460,0.69,0.32,97101,45.1,-123.23,70951,3116,4141,16742,19780,7667,12090,7415,105722,88762,16960,105722,100752,4970,37629,4935,6378,6933,9245,6111,2010,2017,103445,25221,25115,106,60754,55762,4992,17470,17454,16,105722,93261,1115,1492,1317,274,3752,4511
0500000US42001,72118,3.827061205246957,7.308854932194459,40.22435453007571,17.671039130314206,8.0798136387587,13.798219584569733,9.090656978840233,2017,PA,adams,adams_PA,0.083,8430,1.6,SNAP,1.85,Other Nutrition Program,0.53,0.051,0.419,5110000,3.55,0.145,3040,0.64,0.36,17301,39.88,-76.98,72118,2760,5271,29009,12744,5827,9951,6556,102336,95109,7227,102336,98810,3526,39527,4720,7673,6084,10395,7200,1939,1516,101040,21818,20980,838,59834,54478,5356,19388,19274,114,102336,94224,1192,0,1001,0,3024,2895
0500000US42003,884094,1.732508081719817,3.803781045906883,26.978126760276623,16.197485787710356,9.916253249088898,23.790796001330175,17.581049073967247,2017,PA,allegheny,allegheny_PA,0.131,161070,1.6,SNAP,1.85,Other Nutrition Program,0.514,0.031,0.455,86071000,3.13,0.163,37930,0.59,0.41,15006,40.54,-79.83,884094,15317,33629,238512,143201,87669,210333,155433,1223048,1197401,25647,1223048,1186400,36648,537381,87067,101085,86087,119542,75970,31363,36267,1208195,246436,241238,5198,743270,705285,37985,218489,217990,499,1223048,974521,154620,1710,46876,437,5521,39363
0500000US42005,48197,2.132912836898562,8.330394007925806,48.49264477042139,15.168993920783452,10.552524016017594,10.573272195364856,4.749258252588335,2017,PA,armstrong,armstrong_PA,0.119,7960,1.6,SNAP,1.85,Other Nutrition Program,0.607,0.039,0.354,3625000,2.67,0.19,2480,0.73,0.27,15618,40.52,-79.47,48197,1028,4015,23372,7311,5086,5096,2289,65642,65444,198,65642,65582,60,26712,5665,6181,4212,5930,3632,576,516,65109,13330,13253,77,38166,36125,2041,13613,13613,0,null,null,null,null,null,null,null,null
0500000US42007,121242,1.342769007439666,4.233681397535507,39.86572309925604,20.125039177842662,10.67864271457086,15.735471206347635,8.018673397007637,2017,PA,beaver,beaver_PA,0.117,19680,1.6,SNAP,1.85,Other Nutrition Program,0.528,0.056,0.416,9482000,2.82,0.171,5660,0.7,0.31,15001,40.61,-80.25,121242,1628,5133,48334,24400,12947,19078,9722,166140,163515,2625,166140,165400,740,71005,12806,13158,12591,16737,11059,2738,1916,164937,34589,34241,348,95502,90728,4774,34846,34673,173,166140,149367,9726,273,716,224,609,5225
0500000US42009,35182,3.5131601387072933,8.635097493036211,52.81393894605196,11.761696321982832,8.836905235631857,9.018816440225114,5.420385424364732,2017,PA,bedford,bedford_PA,0.112,5470,1.6,SNAP,1.85,Other Nutrition Program,0.626,0.046,0.327,3232000,3.46,0.18,1780,0.77,0.23,15521,40.19,-78.62,35182,1236,3038,18581,4138,3109,3173,1907,48480,48045,435,48480,48480,0,19464,3891,4379,3710,4406,2447,526,105,48066,10205,9446,759,27232,25350,1882,10629,10622,7,null,null,null,null,null,null,null,null
0500000US42011,282963,5.230365807543742,8.372472726116136,36.94263914363362,17.66308669331326,7.948389011990967,15.556450843396485,8.28659577400579,2017,PA,berks,berks_PA,0.093,38670,1.6,SNAP,1.85,Other Nutrition Program,0.654,0.027,0.319,20384000,3.09,0.161,15220,0.69,0.31,18011,40.5,-75.6,282963,14800,23691,104534,49980,22491,44019,23448,417854,329901,87953,417854,399447,18407,155154,20081,28541,27128,39418,24529,9122,6335,412502,101035,95949,5086,242596,223822,18774,68871,68670,201,417854,339051,27140,2530,6194,0,19329,23610
0500000US42013,88809,2.4175477710592395,6.538751703093156,42.5170872321499,17.739193099798445,9.819950680674255,14.849846299361552,6.11762321386346,2017,PA,blair,blair_PA,0.124,15460,1.6,SNAP,1.85,Other Nutrition Program,0.612,0.032,0.355,8009000,3.04,0.184,4740,0.7,0.3,16601,40.5,-78.4,88809,2147,5807,37759,15754,8721,13188,5433,123457,121901,1556,123457,122868,589,51885,11205,10995,10756,10630,5509,1582,1208,122070,27055,26089,966,71601,66902,4699,23414,23308,106,123457,117516,1839,86,506,0,748,2762
0500000US42015,42935,3.6101083032490973,8.375451263537906,46.54011878420869,14.896937230697565,8.92511936648422,11.934319319902178,5.717945731920344,2017,PA,bradford,bradford_PA,0.111,6820,1.6,SNAP,1.85,Other Nutrition Program,0.634,0.043,0.323,3269000,2.81,0.178,2410,0.79,0.21,16910,41.7,-76.82,42935,1550,3596,19982,6396,3832,5124,2455,60853,59976,877,60853,60756,97,24779,4225,6694,4328,5451,2693,865,523,60269,14048,12831,1217,33866,30111,3755,12355,12154,201,60853,58914,135,24,495,29,169,1087
0500000US42017,448774,1.9056362445239696,4.074879560758868,27.805755235374598,17.35238672472113,7.4897387103530955,24.208844540904774,17.162758983363563,2017,PA,bucks,bucks_PA,0.08,50200,1.6,SNAP,1.85,Other Nutrition Program,0.402,0.033,0.565,29241000,3.41,0.128,16920,0.43,0.57,18039,40.55,-75.24,448774,8552,18287,124785,77873,33612,108643,77022,628341,594414,33927,628341,609225,19116,239671,22601,30514,30714,53685,43729,25613,32815,623079,136848,133590,3258,374725,353305,21420,111506,111466,40,628341,552398,26163,926,31060,0,7345,10449
0500000US42019,132893,1.1625894516641209,4.119103338776309,31.948259125762828,15.943653917061093,10.55209830465111,23.82668763591762,12.447608226166915,2017,PA,butler,butler_PA,0.094,17540,1.6,SNAP,1.85,Other Nutrition Program,0.442,0.045,0.513,9173000,3.06,0.144,5530,0.49,0.51,16001,40.86,-79.89,132893,1545,5474,42457,21188,14023,31664,16542,187108,184257,2851,187108,185412,1696,75513,9537,11248,11462,19053,13030,5888,5295,185139,40517,40098,419,111195,105250,5945,33427,33427,0,187108,179865,1322,28,2277,59,95,3462
0500000US42021,95164,2.3223067546551217,6.574965323021311,44.85729897860536,13.728931108402337,11.2426968181245,13.737337648690682,7.536463368500694,2017,PA,cambria,cambria_PA,0.13,17690,1.6,SNAP,1.85,Other Nutrition Program,0.576,0.041,0.383,9123000,3.02,0.203,5330,0.69,0.31,15714,40.66,-78.78,95164,2210,6257,42688,13065,10699,13073,7172,133054,130905,2149,133054,132338,716,56023,11283,13190,10102,13242,5392,1724,1090,130092,27146,26768,378,74356,69769,4587,28590,28406,184,133054,124342,4820,76,875,0,742,2199
0500000US42025,47267,3.09306704466118,6.338460236528657,46.12731927137326,18.067573571413458,11.843357945289526,9.928702900543719,4.601519030190196,2017,PA,carbon,carbon_PA,0.11,7020,1.6,SNAP,1.85,Other Nutrition Program,0.613,0.04,0.347,3489000,2.91,0.191,2410,0.76,0.24,18012,40.84,-75.57,47267,1462,2996,21803,8540,5598,4693,2175,63853,60880,2973,63853,63406,447,26213,4983,4971,5113,6206,3794,973,173,62946,12990,12654,336,37547,35825,1722,12409,12409,0,null,null,null,null,null,null,null,null
0500000US42027,98303,2.1016652594529157,4.2908151328036785,28.00321455092927,12.065755877236708,8.066895211743283,24.37260307416864,21.099050893665503,2017,PA,centre,centre_PA,0.13,20940,1.6,SNAP,1.85,Other Nutrition Program,0.546,0.018,0.437,12709000,3.56,0.145,3550,0.63,0.37,16677,40.79,-78.21,98303,2066,4218,27528,11861,7930,23959,20741,162660,157791,4869,162660,152893,9767,58629,10193,11354,9297,13417,8052,3090,3226,157116,30144,28745,1399,105231,100367,4864,21741,21641,100,162660,141962,6749,148,11077,0,570,2154
0500000US42029,353899,2.6965320614073507,3.986448110901698,22.200966942545755,12.722556435593205,6.110500453519224,30.93453216878262,21.348463827250146,2017,PA,chester,chester_PA,0.077,39480,1.6,SNAP,1.85,Other Nutrition Program,0.435,0.029,0.536,26166000,3.88,0.121,14480,0.45,0.55,19087,40.06,-75.4,353899,9543,14108,78569,45025,21625,109477,75552,519293,480064,39229,519293,491856,27437,189506,14330,22577,19050,41349,39277,23408,29515,514408,125846,120764,5082,309317,286543,22774,79245,78736,509,519293,443075,29921,355,29680,64,6349,9849
0500000US42031,26716,3.095523281928432,7.224135349603234,47.712980985177424,12.071417876927685,8.317113340320407,12.419523880820481,9.159305285222338,2017,PA,clarion,clarion_PA,0.134,5200,1.6,SNAP,1.85,Other Nutrition Program,0.61,0.041,0.349,2337000,2.63,0.195,1420,0.72,0.28,16028,40.98,-79.61,26716,827,1930,12747,3225,2222,3318,2447,38458,37770,688,38458,38089,369,15176,3486,3211,2751,3679,1413,289,347,38093,7866,7309,557,22901,20344,2557,7326,7326,0,38458,37519,237,154,171,0,0,377
0500000US42033,59076,5.003724016521092,7.866138533414585,48.049969530773915,13.106845419459678,8.72096959848331,11.976098584873721,5.276254316473695,2017,PA,clearfield,clearfield_PA,0.123,9890,1.6,SNAP,1.85,Other Nutrition Program,0.621,0.051,0.328,4929000,2.92,0.202,3030,0.82,0.18,15721,40.81,-78.78,59076,2956,4647,28386,7743,5152,7075,3117,79685,78270,1415,79685,77786,1899,29098,5948,6205,5806,7388,2482,765,504,74416,15174,14844,330,43909,40057,3852,15333,15333,0,79685,75051,3088,341,305,0,108,792
0500000US42035,25254,3.912251524510969,8.541221192682347,46.20258176922468,13.910667617011166,8.691692405163538,11.962461392254692,6.77912409915261,2017,PA,clinton,clinton_PA,0.134,5280,1.6,SNAP,1.85,Other Nutrition Program,0.594,0.058,0.347,2809000,3.12,0.204,1630,0.79,0.21,16822,41.07,-77.58,25254,988,2157,11668,3513,2195,3021,1712,38998,38423,575,38998,38898,100,13910,3280,2959,2808,2626,1809,319,109,38501,8857,7765,1092,22777,20930,1847,6867,6867,0,null,null,null,null,null,null,null,null
0500000US42037,43858,1.1970450088923343,7.537963427424871,43.00469697660632,15.675589402161522,9.184185325368235,13.00560901089881,10.394910848647909,2017,PA,columbia,columbia_PA,0.126,8370,1.6,SNAP,1.85,Other Nutrition Program,0.583,0.032,0.384,4342000,3.04,0.178,2110,0.68,0.33,17814,41.19,-76.38,43858,525,3306,18861,6875,4028,5704,4559,65932,64111,1821,65932,65521,411,26584,4801,5887,4510,6890,2569,1149,778,65184,13445,13317,128,39922,38079,1843,11817,11817,0,65932,63106,1371,0,629,0,131,695
