geo_id,county_state.x,total,white,black,am_ind_al_nat,asian,nat_ha_pac_isl,other,two_or_more,hispanic,year,state,county,county_state.y,fi_rate,number_food_insecure_individuals,low_threshold_in_state,low_threshold_type,high_threshold_in_state,high_threshold_type,percent_fi_low_threshold,percent_fi_btwn_thresholds,percent_fi_high_threshold,weighted_annual_food_budget_shortfall,cost_per_meal,child_fi_rate,number_food_insecure_children,percent_of_children_in_fi_hh_with_hh_incomes_below_185_percent_fpl,percent_of_children_in_fi_hh_with_hh_incomes_above_185_percent_fpl,zip,latitude,longitude,estimate_total_edu_data,estimate_total_less_than_9th_grade,estimate_total_9th_to_12th_grade_no_diploma,estimate_total_high_school_graduate_includes_equivalency,estimate_total_some_college_no_degree,estimate_total_associates_degree,estimate_total_bachelors_degree,estimate_total_graduate_or_professional_degree,estimate_total_hispanic_data,estimate_total_not_hispanic_or_latino,estimate_total_hispanic_or_latino,estimate_total_immigration_data,estimate_total_u_s_citizen,estimate_total_not_a_u_s_citizen,estimate_total_income_data,estimate_total_less_than_20_000,estimate_total_20_000_to_39_999,estimate_total_40_000_to_59_999,estimate_total_60_000_to_99_999,estimate_total_100_000_to_149_999,estimate_total_150_000_to_199_999,estimate_total_200_000_or_more,estimate_total_ins_status_data,estimate_total_under_19_years,estimate_total_under_19_years_with_health_insurance_coverage,estimate_total_under_19_years_no_health_insurance_coverage,estimate_total_19_to_64_years,estimate_total_19_to_64_years_with_health_insurance_coverage,estimate_total_19_to_64_years_no_health_insurance_coverage,estimate_total_65_years_and_over,estimate_total_65_years_and_over_with_health_insurance_coverage,estimate_total_65_years_and_over_no_health_insurance_coverage,estimate_total_race_data,estimate_total_white_alone,estimate_total_black_or_african_american_alone,estimate_total_american_indian_and_alaska_native_alone,estimate_total_asian_alone,estimate_total_native_hawaiian_and_other_pacific_islander_alone,estimate_total_some_other_race_alone,estimate_total_two_or_more_races
0500000US51600,"Fairfax city, Virginia",24097,0.2801785632110901,0.020683167645000874,9.471891927352608e-4,0.0870897408665857,0,0.018616573042669393,0.007474183811765512,13.300410839523591,2017,VA,fairfax city,fairfax city_VA,0.048,1130,1.3,SNAP,1.85,Other Nutrition Program,0.592,0.087,0.321,586000,3.04,0.088,450,0.41,0.59,22034,38.85,-77.29,17716,1031,296,1830,2112,1559,4636,6252,24097,20892,3205,24097,21172,2925,8553,767,1229,497,1439,1671,1278,1672,23559,3217,2992,225,15603,13468,2135,4739,4739,0,24097,16269,1201,55,5057,0,1081,434
0500000US51630,"Fredericksburg city, Virginia",28359,0.23428537237337854,0.07397111136021806,0,0.014597761764480752,0,0.00889045967768632,0.020877037480888573,7.394477943509997,2017,VA,fredericksburg city,fredericksburg city_VA,0.149,4200,1.3,SNAP,1.85,Other Nutrition Program,0.497,0.069,0.434,2697000,3.76,0.15,880,0.67,0.33,22401,38.29,-77.48,18440,748,655,3618,4241,1067,4199,3912,28359,26262,2097,28359,27385,974,11272,1539,1417,2153,2809,1256,1482,616,28245,6754,5822,932,17377,15563,1814,4114,4114,0,28359,18842,5949,0,1174,0,715,1679
0500000US51650,"Hampton city, Virginia",134669,0.03004288841750202,0.036790890040946815,2.4040927503039147e-4,0.0018383589975947826,8.767218974732167e-5,0.0018256768569395094,0.003430243348541434,5.727376010811694,2017,VA,hampton city,hampton city_VA,0.169,23080,1.3,SNAP,1.85,Other Nutrition Program,0.497,0.147,0.356,11544000,2.93,0.158,4630,0.66,0.34,23630,37.04,-76.29,90781,1838,5590,24338,25583,7868,14915,10649,134669,126956,7713,134669,132448,2221,53267,8829,11201,8715,12664,7424,3012,1422,129907,30641,29977,664,79393,69284,10109,19873,19873,0,134669,54485,66723,436,3334,159,3311,6221
0500000US51660,"Harrisonburg city, Virginia",54215,0.14502939419854696,0.014588675103766756,0,0.006661526551580063,0,0.0020719456945415007,0.016099256201264997,19.758369454947893,2017,VA,harrisonburg city,harrisonburg city_VA,0.154,8160,1.3,SNAP,1.85,Other Nutrition Program,0.645,0.083,0.272,4392000,3.15,0.148,1270,0.83,0.18,22801,38.43,-78.87,26530,2095,3211,6521,3589,1058,5065,4991,54215,43503,10712,54215,47647,6568,16885,3294,3980,2752,3645,2207,771,236,53624,12540,11491,1049,36829,30294,6535,4255,4255,0,54215,42628,4288,0,1958,0,609,4732
0500000US51680,"Lynchburg city, Virginia",80995,0.07952665974793924,0.03406761071680999,8.460120787431002e-4,0.003304782318405479,4.7254728722587575e-5,0.0013764845173063415,0.004295607275491994,4.016297302302611,2017,VA,lynchburg city,lynchburg city_VA,0.174,13780,1.3,SNAP,1.85,Other Nutrition Program,0.563,0.134,0.303,6859000,2.92,0.186,2850,0.8,0.2,24501,37.4,-79.19,44468,2016,3138,10483,9710,4316,9292,5513,80995,77742,3253,80995,78349,2646,27814,5388,7024,5650,6361,2038,633,720,79247,18987,18534,453,49527,44951,4576,10733,10682,51,80995,52171,22349,555,2168,31,903,2818
0500000US51683,"Manassas city, Virginia",41501,0.14957618523852462,0.027480167872600613,1.9740665701847049e-4,0.01744726483354423,0,0.026673123010083923,0.019583901591861793,36.10274451218043,2017,VA,manassas city,manassas city_VA,0.05,2080,1.3,SNAP,1.85,Other Nutrition Program,0.618,0.301,0.081,1078000,3.04,0.109,1210,0.68,0.32,20108,38.74,-77.48,25461,2474,1811,6154,4453,2900,4412,3257,41501,26518,14983,41501,33917,7584,12807,859,1758,1762,3579,2153,1285,1411,41242,13720,12162,1558,24547,19616,4931,2975,2938,37,41501,25762,4733,34,3005,0,4594,3373
0500000US51700,"Newport News city, Virginia",179388,0.027287088615694174,0.02261307540684944,2.883773856663728e-4,0.0018020479089216552,4.940948741482033e-5,8.222484509409725e-4,0.0028828416021842032,9.079760073137557,2017,VA,newport news city,newport news city_VA,0.163,29470,1.3,SNAP,1.85,Other Nutrition Program,0.521,0.161,0.318,14601000,2.9,0.167,7060,0.67,0.34,23601,37.07,-76.51,116240,3825,7754,33650,29818,11737,19346,10110,179388,163100,16288,179388,174105,5283,69249,13942,14407,12178,16896,8494,2033,1299,168522,43611,39901,3710,102788,85886,16902,22123,21841,282,179388,87810,72769,928,5799,159,2646,9277
0500000US51710,"Norfolk city, Virginia",244703,0.018940019497831563,0.016930986639237113,1.8286708064513068e-4,0.0014469044627483218,2.28792603181579e-5,0.0013670775544849679,0.001975131472867544,8.010935705733074,2017,VA,norfolk city,norfolk city_VA,0.183,45010,1.3,SNAP,1.85,Other Nutrition Program,0.555,0.122,0.324,24194000,3.15,0.184,9070,0.69,0.32,23501,36.84,-76.28,151907,5418,13549,37650,37039,13915,27418,16918,244703,225100,19603,244703,237168,7535,87857,18791,17204,15814,19132,10081,3126,3709,215506,52938,50224,2714,136358,114266,22092,26210,25811,399,244703,113412,101382,1095,8664,137,8186,11827
0500000US51730,"Petersburg city, Virginia",31750,0.04915369830739662,0.23911215822431642,0,0.0024899249798499595,2.2816045632091265e-4,0.018094116188232378,0.005882571765143531,5.193700787401575,2017,VA,petersburg city,petersburg city_VA,0.259,8280,1.3,SNAP,1.85,Other Nutrition Program,0.665,0.202,0.133,4014000,2.84,0.233,1550,0.7,0.3,23803,37.2,-77.39,22684,1280,2527,8348,5118,1247,2852,1312,31750,30101,1649,31750,30957,793,13230,2550,4036,2695,2645,710,309,285,29822,6922,6878,44,17665,15136,2529,5235,5235,0,31750,4955,24104,0,251,23,1824,593
0500000US51740,"Portsmouth city, Virginia",94572,0.041733643764557835,0.05638503067691828,5.523340304262865e-4,0.001446802095893957,7.826595572842118e-5,0.0013025691203372952,0.004240896715398593,4.442118174512541,2017,VA,portsmouth city,portsmouth city_VA,0.186,17750,1.3,SNAP,1.85,Other Nutrition Program,0.534,0.167,0.299,8506000,2.81,0.186,4180,0.66,0.34,23701,36.83,-76.29,63441,2284,4287,19098,17992,5533,9353,4894,94572,90371,4201,94572,93120,1452,36246,6574,7863,7285,9121,4116,663,624,88942,23299,22365,934,52142,41095,11047,13501,13501,0,94572,37326,50430,494,1294,70,1165,3793
0500000US51760,"Richmond city, Virginia",227032,0.020102620437912527,0.020763421136757592,1.7460969728730386e-5,9.011800487772516e-4,0,6.547863648273895e-4,0.0016071852581422503,6.7395785616124595,2017,VA,richmond city,richmond city_VA,0.203,44840,1.3,SNAP,1.85,Other Nutrition Program,0.66,0.112,0.228,23498000,3.07,0.202,8040,0.66,0.34,23173,37.57,-77.53,157287,7964,15466,35273,31529,6342,36236,24477,227032,211731,15301,227032,217312,9720,87401,21375,18008,13446,17747,8639,3070,5116,224644,45192,42432,2760,151320,125192,26128,28132,27970,162,227032,103616,107022,90,4645,0,3375,8284
0500000US51770,"Roanoke city, Virginia",99837,0.06138695838532643,0.02825202654372322,3.3810131197566486e-4,0.003151264750491286,0,0.002199163429823909,0.00483575170244126,6.3763935214399465,2017,VA,roanoke city,roanoke city_VA,0.164,16330,1.3,SNAP,1.85,Other Nutrition Program,0.625,0.183,0.192,7804000,2.8,0.19,4200,0.77,0.23,24001,37.27,-79.95,71363,4566,6753,21286,14383,7809,9423,7143,99837,93471,6366,99837,94619,5218,42133,10340,8811,8770,9108,2387,1219,1498,98667,22504,21625,879,59985,49619,10366,16178,16136,42,99837,61187,28160,337,3141,0,2192,4820
0500000US51775,"Salem city, Virginia",25862,0.33842020490535296,0.01762745401296272,0,0.0098079811980522,0,0.0013007536040099716,0.019511304060149573,0.8236021962725234,2017,VA,salem city,salem city_VA,0.095,2440,1.3,SNAP,1.85,Other Nutrition Program,0.4,0.184,0.416,1287000,3.09,0.136,680,0.72,0.28,24153,37.28,-80.05,18440,587,1163,6416,3261,2049,2810,2154,25862,25649,213,25862,25585,277,10548,1884,1684,1769,2540,1648,600,423,24897,4825,4825,0,15764,14376,1388,4308,4308,0,25862,22635,1179,0,656,0,87,1305
0500000US51800,"Suffolk city, Virginia",90237,0.05732116781583965,0.04604851651682322,3.9667353410854233e-4,0.0024844289767850807,0,3.721117053711712e-4,0.0041963884397798416,4.438312443897736,2017,VA,suffolk city,suffolk city_VA,0.134,11810,1.3,SNAP,1.85,Other Nutrition Program,0.437,0.138,0.425,6401000,3.18,0.136,2980,0.59,0.41,23432,36.7,-76.63,61850,2455,4912,17624,14828,5893,8958,7180,90237,86232,4005,90237,88635,1602,33077,5939,3759,3581,8655,7394,1784,1965,88326,22708,22167,541,52952,47359,5593,12666,12666,0,90237,46675,37496,323,2023,0,303,3417
0500000US51810,"Virginia Beach city, Virginia",450435,0.014530856395653333,0.004213381056983508,5.534972892628595e-5,0.001515636254863953,1.798989408556934e-5,5.680370666744839e-4,0.001299511088931839,8.15278564054747,2017,VA,virginia beach city,virginia beach city_VA,0.097,43640,1.3,SNAP,1.85,Other Nutrition Program,0.403,0.169,0.428,23524000,3.16,0.123,12540,0.62,0.38,23450,36.73,-76.04,307404,6243,13663,66423,78159,34274,68380,40262,450435,413712,36723,450435,433757,16678,168818,14572,22925,29226,46458,31134,13102,11401,430046,103829,100692,3137,265671,235759,29912,60546,59808,738,450435,294819,85486,1123,30751,365,11525,26366
0500000US51840,"Winchester city, Virginia",27932,0.2722006138801236,0.044757948093864096,0,0.005203816416411461,0.001166372645057741,0.016175409649042523,0.018508154939158004,18.08320206215094,2017,VA,winchester city,winchester city_VA,0.106,2920,1.3,SNAP,1.85,Other Nutrition Program,0.556,0.242,0.202,1700000,3.41,0.141,890,0.78,0.22,22601,39.17,-78.17,18111,1243,1765,5032,3151,1042,3753,2125,27932,22881,5051,27932,26289,1643,10222,1159,2432,1968,2220,1196,908,339,27741,6685,6537,148,16632,13473,3159,4424,4424,0,27932,21237,3492,0,406,91,1262,1444
0500000US53003,"Asotin County, Washington",22536,0.39452908951168597,0.00972687379441897,0.013881469686367155,0.005355687595307611,0.0014176820105226027,0.0010632615078919523,0.01776040518738039,5.085197018104366,2017,WA,asotin,asotin_WA,0.125,2790,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.819,NA,0.181,1391000,2.92,0.196,910,0.78,0.22,99401,46.08,-117.27,16023,292,1641,3382,4947,1800,2597,1364,22536,21390,1146,22536,22124,412,9673,1437,2052,2013,2426,1090,342,313,22328,4462,3967,495,12136,11591,545,5730,5730,0,22536,20037,494,705,272,72,54,902
0500000US53005,"Benton County, Washington",198171,0.04186979697259134,7.880984104492501e-4,6.457568881742482e-4,0.001691292291503689,0,0.003941765232230821,0.0015247603495218448,21.903305730909164,2017,WA,benton,benton_WA,0.106,20210,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.8,NA,0.2,10109000,2.93,0.188,9620,0.66,0.34,99320,46.24,-119.49,128629,7035,7513,32034,32148,11628,22907,15364,198171,154765,43406,198171,185342,12829,72265,10223,10731,13215,17091,11871,4630,4504,196664,56144,54939,1205,112124,98060,14064,28396,28158,238,198171,164430,3095,2536,6642,0,15480,5988
0500000US53007,"Chelan County, Washington",76533,0.10756150281307535,4.6949959165733983e-4,8.126611113777956e-4,0.0014716678109404616,2.2194526151074243e-4,0.015742748126081202,0.004382565279215968,28.127735747977994,2017,WA,chelan,chelan_WA,0.095,7110,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.914,NA,0.086,4112000,3.39,0.171,3100,0.65,0.35,98801,47.37,-120.35,51163,3896,4724,12438,12052,4230,8745,5078,76533,55006,21527,76533,69618,6915,27060,4482,4624,4103,6507,4398,1588,1358,75927,20393,19707,686,41820,37868,3952,13714,13714,0,76533,63002,275,476,862,130,9221,2567
0500000US53009,"Clallam County, Washington",75474,0.11533401576774871,0.0013693039711839628,0.0067218780841838376,0.0025455009720727513,5.2665537353229334e-5,0.0010287334962997463,0.005443861044412139,6.3319818745528265,2017,WA,clallam,clallam_WA,0.145,10670,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.751,NA,0.249,5681000,3.12,0.24,3100,0.77,0.23,98305,48.05,-124.28,58010,984,3548,15501,16783,5776,8325,7093,75474,70695,4779,75474,73750,1724,33233,6224,8033,5692,5913,3853,2208,1310,74486,13054,12724,330,39717,35789,3928,21715,21476,239,75474,65698,780,3829,1450,30,586,3101
0500000US53011,"Clark County, Washington",474643,0.017932407714610434,3.7388034956178267e-4,9.135055911173556e-5,0.001045559970785681,1.4577027994311934e-4,4.538675738180253e-4,0.0010256297467617892,9.652517787052584,2017,WA,clark,clark_WA,0.115,52750,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.677,NA,0.323,27953000,3.11,0.177,20200,0.61,0.4,98601,45.93,-122.44,321884,6483,16355,76010,85698,35595,66650,35093,474643,428828,45815,474643,455748,18895,173579,19394,23726,25902,45124,34463,12045,12925,472247,121160,117227,3933,280809,255645,25164,70278,69403,875,474643,403992,8423,2058,23555,3284,10225,23106
0500000US53015,"Cowlitz County, Washington",106910,0.08293183644178474,0.001635206641168234,9.798991108124246e-4,0.001191627311541538,3.613377971120816e-4,6.693060890817008e-4,0.005767406195067414,9.03189598727902,2017,WA,cowlitz,cowlitz_WA,0.14,14510,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.777,NA,0.223,7331000,2.96,0.211,5020,0.68,0.32,98581,46.36,-123.07,74724,1462,6855,22043,23494,7964,7481,5425,106910,97254,9656,106910,105352,1558,41611,7033,9621,6847,10716,4657,1784,953,105880,25617,25458,159,60982,57154,3828,19281,19281,0,106910,94789,1869,1120,1362,413,765,6592
0500000US53017,"Douglas County, Washington",41945,0.1656262427563208,7.388953863528382e-5,0.0026316043375489546,0.0029442139240828473,0,0.059446975737417945,0.0076845120180695165,31.770175229467156,2017,WA,douglas,douglas_WA,0.092,3720,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",1,NA,0,1904000,3,0.182,1950,0.79,0.21,98802,47.49,-120.19,28108,2371,2216,9795,5431,2591,3150,2554,41945,28619,13326,41945,38211,3734,15408,1899,2492,3931,3714,2200,531,641,41778,11358,10637,721,23227,18502,4725,7193,7054,139,41945,29140,13,463,518,0,10459,1352
0500000US53021,"Franklin County, Washington",92125,0.07480132334503627,0.0019488593789409926,0.0031365560258409444,0.002776005258032031,8.23611067641931e-4,0.01925411796328583,0.005807695210882801,53.2819538670285,2017,WA,franklin,franklin_WA,0.071,6340,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",1,NA,0,3172000,2.93,0.186,5510,0.7,0.31,99301,46.41,-118.9,53630,7985,4327,14370,13761,4541,6118,2528,92125,43039,49086,92125,76151,15974,26477,2581,4842,5297,6180,5488,968,1121,90048,30539,30266,273,51161,39643,11518,8348,7904,444,92125,63484,1654,2662,2356,699,16341,4929
0500000US53025,"Grant County, Washington",95158,0.06831661272355885,2.8381968396816454e-4,0.0025852991446283003,0.0013462108745416054,0,0.029036851947762454,0.003519584952554632,41.7011706845457,2017,WA,grant,grant_WA,0.094,8820,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",1,NA,0,4437000,2.95,0.187,5260,0.76,0.24,98823,47.27,-119.59,57386,8362,5141,16205,13214,4861,5995,3608,95158,55476,39682,95158,82418,12740,31123,3837,6807,5166,7941,5091,1272,1009,94224,29375,28849,526,51898,41580,10318,12951,12827,124,95158,61861,257,2341,1219,0,26293,3187
0500000US53027,"Grays Harbor County, Washington",72697,0.12059936244870309,0.0013567073487992486,0.005903663777201751,0.002526086904668057,2.213873916450656e-4,0.001379413747942332,0.005570636589769857,10.004539389520888,2017,WA,grays harbor,grays harbor_WA,0.143,10200,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.818,NA,0.182,5747000,3.3,0.218,3260,0.72,0.28,98520,46.88,-123.99,52905,1950,3690,18388,15432,6025,4997,2423,72697,65424,7273,72697,70364,2333,29286,5984,5402,6473,8188,2401,648,190,69669,15525,14700,825,39229,34492,4737,14915,14915,0,72697,63735,717,3120,1335,117,729,2944
0500000US53029,"Island County, Washington",83159,0.1006244121613658,0.004416218129233052,0.001706331824654552,0.006271492477565078,4.2802900008283675e-4,0.0014156769968955987,0.005389405686853827,7.85723734051636,2017,WA,island,island_WA,0.117,9410,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.618,NA,0.382,5802000,3.61,0.184,2770,0.59,0.41,98236,47.95,-122.41,60812,801,1999,14391,18110,5305,12425,7781,83159,76625,6534,83159,80725,2434,34537,4823,6167,6301,8344,4784,2388,1730,77764,15834,15406,428,42188,39014,3174,19742,19742,0,83159,69586,3054,1180,4337,296,979,3727
0500000US53031,"Jefferson County, Washington",31234,0.2919545649403615,4.4077123419828464e-4,0.005361008267109369,0.006898582339894083,0.0016913314800631853,9.942979004007814e-4,0.012823367767024514,3.6146507011589932,2017,WA,jefferson,jefferson_WA,0.13,3970,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.693,NA,0.307,2740000,4.04,0.212,850,0.69,0.31,98320,47.69,-122.99,25917,143,1041,4969,6660,1379,6692,5033,31234,30105,1129,31234,30707,527,14688,1907,3416,3298,2777,1510,868,912,30279,4198,4138,60,14785,12839,1946,11296,11273,23,31234,28482,43,523,673,165,97,1251
0500000US53033,"King County, Washington",2188649,0.0029184178939091763,2.843314314054246e-4,2.1166199581641704e-5,7.97278276794986e-4,3.5835780848058134e-5,2.1686638831637094e-4,2.951326856351725e-4,9.705165149825303,2017,WA,king,king_WA,0.115,244170,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.587,NA,0.413,147915000,3.55,0.155,68000,0.5,0.5,98001,47.3,-122.26,1562740,57133,54158,238592,279520,128301,481735,323301,2188649,1976237,212412,2188649,1913488,275161,876639,87672,99201,105498,185176,167119,94469,137504,2175595,471687,462503,9184,1425433,1317681,107752,278475,276593,1882,2188649,1397976,136200,10139,381911,17166,103883,141374
0500000US53035,"Kitsap County, Washington",266414,0.03065412454608293,9.710267238964736e-4,4.314108863277716e-4,0.0021249310867392066,3.3335014926567854e-4,6.965693736134887e-4,0.0023241521818624824,7.774366211985857,2017,WA,kitsap,kitsap_WA,0.116,30000,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.596,NA,0.404,16499000,3.22,0.174,9400,0.51,0.49,98061,47.65,-122.55,184874,3579,7996,40847,52210,18302,39711,22229,266414,245702,20712,266414,260534,5880,104902,11250,14509,15525,29147,19557,8308,6606,252254,58308,56665,1643,148290,140469,7821,45656,45630,26,266414,217572,6892,3062,15082,2366,4944,16496
0500000US53037,"Kittitas County, Washington",46205,0.18708118467403673,0.001779941166152578,6.136112967525993e-4,0.005939382628109128,0.0014614253785252742,0.0135509731412616,0.006000275352214348,8.934098041337519,2017,WA,kittitas,kittitas_WA,0.149,6500,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.674,NA,0.326,3887000,3.5,0.175,1360,0.55,0.45,98068,47.42,-121.37,27700,314,1600,6316,7721,2371,6249,3129,46205,42077,4128,46205,44702,1503,17454,2987,2554,3181,4580,3301,197,654,45429,10116,9821,295,28116,25871,2245,7197,7197,0,46205,39940,380,131,1268,312,2893,1281
0500000US53041,"Lewis County, Washington",78200,0.11448119779436294,5.069302267776899e-4,8.585108679299587e-4,0.0019508637436960773,3.0088761847449976e-4,0.0023989246538157127,0.007379922946605531,10.14066496163683,2017,WA,lewis,lewis_WA,0.137,10410,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.831,NA,0.169,5557000,3.13,0.21,3490,0.8,0.2,98336,46.53,-122.14,55737,2402,4505,15684,16160,7153,5511,4322,78200,70270,7930,78200,74857,3343,31786,5440,7162,6214,8250,3134,1042,544,77279,17669,16276,1393,43635,37709,5926,15975,15816,159,78200,70008,310,525,1193,184,1467,4513
0500000US53045,"Mason County, Washington",63710,0.1300947697467933,7.317137887472323e-4,0.0031436592405436645,0.002747006311290115,0,0.010354858768029015,0.009889222720644414,9.888557526291006,2017,WA,mason,mason_WA,0.131,8030,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.778,NA,0.222,4250000,3.1,0.223,2670,0.78,0.22,98524,47.37,-122.84,47284,2536,3578,13993,13932,5731,5829,1685,63710,57410,6300,63710,61045,2665,24635,4374,4830,4493,5825,3283,1323,507,62678,12951,12925,26,35145,32113,3032,14582,14485,97,63710,52805,297,1276,1115,0,4203,4014
0500000US53047,"Okanogan County, Washington",41742,0.17411670483150105,0.0012741086582040097,0.0214761918873847,9.814080205084936e-4,0,0.025539565445981273,0.016178884267914875,20.03737243064539,2017,WA,okanogan,okanogan_WA,0.141,5840,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.95,NA,0.05,2955000,2.96,0.231,2230,0.83,0.17,98812,48.15,-119.82,29684,2191,2239,10549,6928,2536,3654,1587,41742,33378,8364,41742,38134,3608,17650,3414,3997,4606,3663,1598,216,156,41281,10318,9802,516,22486,17401,5085,8477,8262,215,41742,30338,222,3742,171,0,4450,2819
0500000US53049,"Pacific County, Washington",21626,0.41594335401034865,0.003121766806431445,0.02431129355419557,0.009023188988452533,0,5.131671462627034e-4,0.009493592205860012,9.747526125959494,2017,WA,pacific,pacific_WA,0.141,2960,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.898,NA,0.102,2210000,4.38,0.225,810,0.83,0.18,98527,46.63,-123.95,16149,857,1495,4431,4734,1421,1692,1519,21626,19518,2108,21626,21072,554,7881,1487,1849,1374,1597,677,677,220,21460,3795,3476,319,10748,10382,366,6917,6917,0,21626,19453,146,1137,422,0,24,444
0500000US53053,"Pierce County, Washington",876764,0.008368431818397767,7.826826750843627e-4,1.277196174580041e-4,6.863921262532214e-4,1.8213509513439758e-4,3.146419217209966e-4,9.4357452971062e-4,10.908750815498811,2017,WA,pierce,pierce_WA,0.132,111260,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.679,NA,0.321,60630000,3.19,0.186,37520,0.6,0.4,98303,47.15,-122.7,589927,15237,33977,168073,151563,67593,98648,54836,876764,781120,95644,876764,842105,34659,321268,37567,47128,54407,82253,59875,22276,17762,854436,218549,211595,6954,520045,474430,45615,115842,115263,579,876764,643294,60166,9818,52764,14001,24187,72534
0500000US53057,"Skagit County, Washington",125619,0.06459514565562796,5.982205538880116e-4,0.0013624726598085012,0.0014188726908424343,2.4144282948234368e-4,0.008504364230060504,0.0028852734977247003,18.322865171669893,2017,WA,skagit,skagit_WA,0.113,13690,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.788,NA,0.212,7393000,3.16,0.189,5140,0.68,0.32,98221,48.46,-122.6,87956,4340,4550,22730,21735,9961,15780,8860,125619,102602,23017,125619,118096,7523,49262,5896,8389,7624,14383,7508,2959,2503,124002,29440,28460,980,69308,62144,7164,25254,25213,41,125619,101932,944,2150,2239,381,13420,4553
0500000US53061,"Snohomish County, Washington",801633,0.009400831933171722,3.600286827705143e-4,9.343067995133851e-5,0.0013594599652279953,5.24419372811477e-5,3.56325068208819e-4,8.520180860585755e-4,10.205293444755892,2017,WA,snohomish,snohomish_WA,0.103,79670,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.591,NA,0.409,44411000,3.27,0.159,28210,0.5,0.5,98012,47.84,-122.19,555239,14106,25941,130458,146416,61223,122725,54370,801633,719824,81809,801633,742370,59263,292430,25226,32988,39402,78669,62560,29375,24210,792708,191708,185919,5789,499185,462604,36581,101815,101250,565,801633,604112,23136,6004,87361,3370,22898,54752
0500000US53063,"Spokane County, Washington",506152,0.01738152409370197,2.7834826713898534e-4,2.675750064840477e-4,4.428746934453691e-4,1.1347053885472309e-4,2.58480188612307e-4,0.0010146381792190133,5.739185066936415,2017,WA,spokane,spokane_WA,0.141,69230,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.74,NA,0.26,35421000,3,0.2,22000,0.7,0.3,99001,47.64,-117.56,344221,6487,14671,79500,88420,49065,67327,38751,506152,477103,29049,506152,493112,13040,200949,31613,41446,36693,44420,28595,9637,8545,497964,119516,115930,3586,300989,277953,23036,77459,76770,689,506152,445297,7131,6855,11346,2907,6622,25994
0500000US53065,"Stevens County, Washington",44730,0.1993429639115964,4.3983002768580075e-4,0.014519388982127854,8.296793704073061e-4,3.9984547971436444e-5,6.097643565644057e-4,0.0077819926489408175,3.760339816677845,2017,WA,stevens,stevens_WA,0.141,6180,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.8,NA,0.2,3253000,3.08,0.221,2140,0.85,0.15,99013,47.91,-117.8,31959,1027,1900,10507,9026,2982,3710,2807,44730,43048,1682,44730,44054,676,17781,2917,4026,2860,3912,2770,643,653,44415,10062,9684,378,24267,22473,1794,10086,10062,24,44730,39884,88,2905,166,8,122,1557
0500000US53067,"Thurston County, Washington",280588,0.02890309687739648,0.0010566543307408004,3.7012750568321816e-4,0.0020339230434129624,2.1199135449049113e-4,5.031142930718007e-4,0.00256053547943308,8.987554706544827,2017,WA,thurston,thurston_WA,0.123,33070,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.659,NA,0.341,17838000,3.16,0.181,10690,0.58,0.42,98348,46.82,-122.27,196131,3932,6515,41114,53423,21106,43315,26726,280588,255370,25218,280588,271152,9436,112075,11594,17178,18021,32857,20073,6800,5552,274252,63446,62631,815,163699,151164,12535,47107,46898,209,280588,227553,8319,2914,16013,1669,3961,20159
