year,state,county,county_state,fi_rate,number_food_insecure_individuals,low_threshold_in_state,low_threshold_type,high_threshold_in_state,high_threshold_type,percent_fi_low_threshold,percent_fi_btwn_thresholds,percent_fi_high_threshold,weighted_annual_food_budget_shortfall,cost_per_meal,child_fi_rate,number_food_insecure_children,percent_of_children_in_fi_hh_with_hh_incomes_below_185_percent_fpl,percent_of_children_in_fi_hh_with_hh_incomes_above_185_percent_fpl,zip,latitude,longitude,id,estimate_total_edu_data,estimate_total_less_than_9th_grade,estimate_total_9th_to_12th_grade_no_diploma,estimate_total_high_school_graduate_includes_equivalency,estimate_total_some_college_no_degree,estimate_total_associates_degree,estimate_total_bachelors_degree,estimate_total_graduate_or_professional_degree,estimate_total_hispanic_data,estimate_total_not_hispanic_or_latino,estimate_total_hispanic_or_latino,estimate_total_immigration_data,estimate_total_u_s_citizen,estimate_total_not_a_u_s_citizen,estimate_total_income_data,estimate_total_less_than_20_000,estimate_total_20_000_to_39_999,estimate_total_40_000_to_59_999,estimate_total_60_000_to_99_999,estimate_total_100_000_to_149_999,estimate_total_150_000_to_199_999,estimate_total_200_000_or_more,estimate_total_ins_status_data,estimate_total_under_19_years,estimate_total_under_19_years_with_health_insurance_coverage,estimate_total_under_19_years_no_health_insurance_coverage,estimate_total_19_to_64_years,estimate_total_19_to_64_years_with_health_insurance_coverage,estimate_total_19_to_64_years_no_health_insurance_coverage,estimate_total_65_years_and_over,estimate_total_65_years_and_over_with_health_insurance_coverage,estimate_total_65_years_and_over_no_health_insurance_coverage,estimate_total_race_data,estimate_total_white_alone,estimate_total_black_or_african_american_alone,estimate_total_american_indian_and_alaska_native_alone,estimate_total_asian_alone,estimate_total_native_hawaiian_and_other_pacific_islander_alone,estimate_total_some_other_race_alone,estimate_total_two_or_more_races
2017,NE,hayes,hayes_NE,0.112,110,1.3,SNAP,1.85,Other Nutrition Program,0.5,0.217,0.283,57000,3.02,0.158,30,0.81,0.19,69032,40.51,-101.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,hitchcock,hitchcock_NE,0.132,380,1.3,SNAP,1.85,Other Nutrition Program,0.546,0.203,0.251,193000,2.97,0.209,130,0.83,0.17,69024,40.22,-100.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,holt,holt_NE,0.108,1110,1.3,SNAP,1.85,Other Nutrition Program,0.393,0.245,0.362,566000,2.99,0.159,390,0.77,0.24,68711,42.23,-98.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,hooker,hooker_NE,0.139,90,1.3,SNAP,1.85,Other Nutrition Program,0.467,0.136,0.397,47000,3.05,0.215,20,0.45,0.56,69152,42.04,-101.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,howard,howard_NE,0.113,720,1.3,SNAP,1.85,Other Nutrition Program,0.35,0.158,0.492,362000,2.95,0.179,280,0.48,0.52,68820,41.07,-98.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,jefferson,jefferson_NE,0.113,820,1.3,SNAP,1.85,Other Nutrition Program,0.42,0.288,0.292,400000,2.86,0.178,280,0.85,0.15,68338,40.32,-97.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,johnson,johnson_NE,0.114,590,1.3,SNAP,1.85,Other Nutrition Program,0.345,0.149,0.506,298000,2.96,0.168,160,0.56,0.44,68329,40.51,-96.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,kearney,kearney_NE,0.107,700,1.3,SNAP,1.85,Other Nutrition Program,0.419,0.104,0.477,373000,3.12,0.171,280,0.64,0.36,68924,40.47,-99.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,keith,keith_NE,0.124,1000,1.3,SNAP,1.85,Other Nutrition Program,0.477,0.112,0.411,523000,3.06,0.196,320,0.62,0.38,69127,41.09,-101.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,keya paha,keya paha_NE,0.11,80,1.3,SNAP,1.85,Other Nutrition Program,0.251,0.29,0.459,42000,3.08,0.181,30,0.67,0.34,68753,42.94,-99.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,kimball,kimball_NE,0.117,430,1.3,SNAP,1.85,Other Nutrition Program,0.558,0.191,0.252,236000,3.21,0.166,140,0.87,0.14,69128,41.23,-103.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,knox,knox_NE,0.124,1050,1.3,SNAP,1.85,Other Nutrition Program,0.441,0.149,0.41,542000,3.02,0.196,400,0.67,0.34,68718,42.59,-97.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,lancaster,lancaster_NE,0.132,40460,1.3,SNAP,1.85,Other Nutrition Program,0.472,0.085,0.443,20450000,2.96,0.176,12390,0.61,0.39,68317,40.68,-96.5,0500000US31109,194865,5391,7690,41458,44033,21244,47228,27821,314358,291986,22372,314358,303229,11129,122954,15303,25110,21531,29119,20355,5962,5574,309760,78874,75953,2921,189475,170853,18622,41411,41376,35,314358,270827,11792,2095,14122,174,4110,11238
2017,NE,lincoln,lincoln_NE,0.121,4300,1.3,SNAP,1.85,Other Nutrition Program,0.434,0.117,0.449,2238000,3.05,0.188,1610,0.56,0.45,69101,41.13,-100.77,0500000US31111,24639,275,1240,8090,6501,3037,3869,1627,35280,32241,3039,35280,34900,380,14661,1756,3252,2468,4211,2289,194,491,34885,8824,8354,470,19958,17159,2799,6103,6103,0,null,null,null,null,null,null,null,null
2017,NE,logan,logan_NE,0.117,110,1.3,SNAP,1.85,Other Nutrition Program,0.337,0.346,0.317,57000,3.02,0.18,50,0.91,0.09,69163,41.47,-100.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,loup,loup_NE,0.107,60,1.3,SNAP,1.85,Other Nutrition Program,0.332,0.091,0.577,31000,3.01,0.172,20,0.36,0.64,68879,41.76,-99.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,mcpherson,mcpherson_NE,0.131,60,1.3,SNAP,1.85,Other Nutrition Program,0.475,0.136,0.389,31000,3.06,0.2,20,0.36,0.64,69167,41.55,-100.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,madison,madison_NE,0.119,4170,1.3,SNAP,1.85,Other Nutrition Program,0.532,0.115,0.353,2119000,2.98,0.188,1640,0.69,0.31,68701,42.03,-97.41,0500000US31119,23099,1153,907,7302,5079,3725,3219,1714,35144,29825,5319,35144,33648,1496,14462,2802,3267,2377,3297,1559,670,490,34486,8971,8362,609,20444,17700,2744,5071,5071,0,35144,32521,349,390,636,0,559,689
2017,NE,merrick,merrick_NE,0.11,860,1.3,SNAP,1.85,Other Nutrition Program,0.392,0.2,0.408,423000,2.89,0.169,300,0.61,0.39,68628,41.21,-97.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,morrill,morrill_NE,0.098,480,1.3,SNAP,1.85,Other Nutrition Program,0.539,0.285,0.175,250000,3.05,0.163,190,0.92,0.08,69125,41.59,-102.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,nance,nance_NE,0.113,400,1.3,SNAP,1.85,Other Nutrition Program,0.433,0.333,0.234,207000,3.03,0.164,130,0.85,0.15,68623,41.47,-98.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,nemaha,nemaha_NE,0.125,880,1.3,SNAP,1.85,Other Nutrition Program,0.445,0.076,0.479,441000,2.94,0.182,270,0.57,0.43,68305,40.38,-95.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,nuckolls,nuckolls_NE,0.115,500,1.3,SNAP,1.85,Other Nutrition Program,0.54,0.181,0.279,249000,2.92,0.185,160,0.8,0.21,68943,40.01,-97.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,otoe,otoe_NE,0.11,1750,1.3,SNAP,1.85,Other Nutrition Program,0.394,0.203,0.403,881000,2.95,0.186,710,0.69,0.31,68324,40.53,-96.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,pawnee,pawnee_NE,0.139,380,1.3,SNAP,1.85,Other Nutrition Program,0.572,0.094,0.334,188000,2.91,0.241,140,0.81,0.19,68323,40.14,-96.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,perkins,perkins_NE,0.088,260,1.3,SNAP,1.85,Other Nutrition Program,0.249,0.144,0.607,136000,3.06,0.144,100,0.24,0.76,69134,40.84,-101.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,phelps,phelps_NE,0.101,930,1.3,SNAP,1.85,Other Nutrition Program,0.326,0.183,0.491,493000,3.11,0.151,340,0.51,0.49,68923,40.36,-99.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,pierce,pierce_NE,0.1,720,1.3,SNAP,1.85,Other Nutrition Program,0.367,0.133,0.5,366000,2.98,0.157,280,0.49,0.52,68738,42.1,-97.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,platte,platte_NE,0.089,2940,1.3,SNAP,1.85,Other Nutrition Program,0.416,0.185,0.399,1521000,3.03,0.156,1340,0.59,0.41,68601,41.43,-97.35,0500000US31141,22709,1093,1554,6839,5463,3040,3512,1208,33175,26843,6332,33175,31892,1283,13783,1465,3085,3025,3497,2149,266,296,32893,8989,8388,601,18121,15704,2417,5783,5783,0,null,null,null,null,null,null,null,null
2017,NE,polk,polk_NE,0.094,490,1.3,SNAP,1.85,Other Nutrition Program,0.45,0.143,0.408,254000,3.03,0.158,190,0.68,0.32,68651,41.17,-97.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,red willow,red willow_NE,0.115,1250,1.3,SNAP,1.85,Other Nutrition Program,0.569,0.117,0.314,634000,2.97,0.185,460,0.76,0.24,69001,40.2,-100.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,richardson,richardson_NE,0.13,1050,1.3,SNAP,1.85,Other Nutrition Program,0.497,0.095,0.408,529000,2.95,0.226,380,0.62,0.38,68337,40.13,-95.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,rock,rock_NE,0.112,150,1.3,SNAP,1.85,Other Nutrition Program,0.404,0.123,0.473,78000,3.06,0.159,40,0.62,0.38,68714,42.58,-99.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,saline,saline_NE,0.093,1330,1.3,SNAP,1.85,Other Nutrition Program,0.484,0.23,0.286,671000,2.96,0.161,560,0.68,0.32,68333,40.62,-96.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,sarpy,sarpy_NE,0.096,16750,1.3,SNAP,1.85,Other Nutrition Program,0.261,0.161,0.578,8390000,2.94,0.148,7250,0.43,0.57,68005,41.15,-95.92,0500000US31153,115871,2822,2915,24428,25149,11674,32196,16687,181439,164436,17003,181439,176183,5256,65715,5128,7658,8678,19569,15302,5773,3607,177551,51819,49343,2476,105450,96478,8972,20282,19851,431,181439,158472,6062,761,5216,296,4690,5942
2017,NE,saunders,saunders_NE,0.104,2180,1.3,SNAP,1.85,Other Nutrition Program,0.332,0.119,0.549,1212000,3.26,0.176,920,0.5,0.51,68003,41.04,-96.37,0500000US31155,14370,165,691,4311,3349,1748,3008,1098,21057,20581,476,21057,20999,58,8774,1015,1780,1566,1968,1426,874,145,20739,5657,5354,303,11383,10532,851,3699,3643,56,null,null,null,null,null,null,null,null
2017,NE,scotts bluff,scotts bluff_NE,0.1,3650,1.3,SNAP,1.85,Other Nutrition Program,0.578,0.182,0.24,1878000,3.02,0.183,1670,0.77,0.23,69341,41.82,-103.66,0500000US31157,23678,1605,782,6119,5937,2334,5361,1540,36363,27611,8752,36363,35701,662,13935,2369,2302,2748,4155,1713,340,308,35788,9770,9071,699,19530,17459,2071,6488,6488,0,36363,32979,120,862,268,0,708,1426
2017,NE,seward,seward_NE,0.111,1890,1.3,SNAP,1.85,Other Nutrition Program,0.348,0.154,0.498,956000,2.96,0.165,660,0.62,0.38,68313,40.77,-97.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,sheridan,sheridan_NE,0.13,680,1.3,SNAP,1.85,Other Nutrition Program,0.536,0.187,0.277,356000,3.07,0.214,250,0.84,0.16,69335,42.01,-102.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,sherman,sherman_NE,0.11,340,1.3,SNAP,1.85,Other Nutrition Program,0.494,0.144,0.362,171000,2.95,0.193,130,0.72,0.28,68817,41.24,-98.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,sioux,sioux_NE,0.124,160,1.3,SNAP,1.85,Other Nutrition Program,0.482,0.104,0.414,83000,3.03,0.189,50,0.62,0.38,69346,42.68,-103.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,stanton,stanton_NE,0.1,600,1.3,SNAP,1.85,Other Nutrition Program,0.409,0.174,0.417,305000,2.97,0.154,240,0.67,0.33,68768,42,-97.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,thayer,thayer_NE,0.11,570,1.3,SNAP,1.85,Other Nutrition Program,0.416,0.191,0.393,274000,2.82,0.182,200,0.75,0.25,68303,40.24,-97.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,thomas,thomas_NE,0.127,80,1.3,SNAP,1.85,Other Nutrition Program,0.393,0.135,0.472,41000,3,0.198,30,0.59,0.41,69142,41.9,-100.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,thurston,thurston_NE,0.186,1310,1.3,SNAP,1.85,Other Nutrition Program,0.723,0.058,0.219,648000,2.9,0.275,690,0.84,0.16,68039,42.11,-96.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,valley,valley_NE,0.119,510,1.3,SNAP,1.85,Other Nutrition Program,0.536,0.099,0.365,259000,2.98,0.174,160,0.71,0.29,68815,41.42,-99.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,washington,washington_NE,0.109,2230,1.3,SNAP,1.85,Other Nutrition Program,0.334,0.099,0.567,1155000,3.04,0.178,870,0.52,0.48,68002,41.45,-96.35,0500000US31177,13777,66,208,3933,3626,1679,2844,1421,20721,20071,650,20721,20518,203,8171,913,1342,1581,2117,999,663,556,20558,5497,5497,0,11522,9968,1554,3539,3539,0,null,null,null,null,null,null,null,null
2017,NE,wayne,wayne_NE,0.125,1180,1.3,SNAP,1.85,Other Nutrition Program,0.414,0.142,0.444,585000,2.9,0.155,280,0.6,0.4,68723,42.27,-97.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,webster,webster_NE,0.111,400,1.3,SNAP,1.85,Other Nutrition Program,0.447,0.199,0.354,201000,2.94,0.18,150,0.7,0.31,68928,40.32,-98.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,wheeler,wheeler_NE,0.099,80,1.3,SNAP,1.85,Other Nutrition Program,0.334,0.39,0.276,41000,3.02,0.153,20,1,0,68622,41.88,-98.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NE,york,york_NE,0.11,1530,1.3,SNAP,1.85,Other Nutrition Program,0.388,0.136,0.476,745000,2.85,0.17,530,0.61,0.39,68316,41,-97.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NV,churchill,churchill_NV,0.127,3040,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.692,NA,0.308,1720000,3.32,0.192,1070,0.7,0.31,89406,39.5,-118.29,0500000US32001,17533,421,982,5675,5711,1151,2369,1224,24230,21105,3125,24230,23766,464,9846,1401,1904,2339,2288,1376,232,306,23228,4553,4284,269,12845,11813,1032,5830,5820,10,24230,20625,768,1198,203,28,42,1366
2017,NV,clark,clark_NV,0.126,265720,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.78,NA,0.22,143680000,3.17,0.2,99980,0.65,0.35,88901,36.14,-115.28,0500000US32003,1505837,87115,122657,438733,374144,115615,245576,121997,2204079,1515267,688812,2204079,1945133,258946,781796,113590,152754,140386,189627,107730,40689,37020,2179495,539600,496744,42856,1325348,1116074,209274,314547,309779,4768,2204079,1296594,258429,16275,224757,16380,283503,108141
2017,NV,douglas,douglas_NV,0.11,5250,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.58,NA,0.42,2847000,3.18,0.192,1640,0.57,0.43,89410,38.75,-119.61,0500000US32005,37550,1349,994,9865,8784,3765,7581,5212,48309,42091,6218,48309,46625,1684,21138,2516,2867,4753,5776,2912,1171,1143,48094,8579,7905,674,26618,22549,4069,12897,12897,0,48309,41754,237,701,997,627,2395,1598
2017,NV,elko,elko_NV,0.087,4550,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.633,NA,0.367,2463000,3.17,0.178,2570,0.55,0.45,89801,40.95,-115.79,0500000US32007,32535,1581,3181,10681,9557,2943,2900,1692,52649,39640,13009,52649,51179,1470,17892,2509,2740,2136,3986,4224,1636,661,52019,15597,14366,1231,30447,26128,4319,5975,5734,241,52649,44791,266,4134,251,15,2724,468
2017,NV,esmeralda,esmeralda_NV,0.111,120,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",1,NA,0,69000,3.39,0.173,40,1,0,89010,37.68,-117.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NV,eureka,eureka_NV,0.115,200,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.484,NA,0.516,108000,3.15,0.2,80,0.39,0.62,89316,39.82,-116.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NV,humboldt,humboldt_NV,0.076,1300,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.745,NA,0.255,684000,3.08,0.163,760,0.63,0.37,89404,41.75,-118.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NV,lander,lander_NV,0.079,470,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.629,NA,0.371,262000,3.27,0.196,320,0.52,0.48,89310,39.54,-117.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,NV,lincoln,lincoln_NV,0.125,650,2,"SNAP, Other Nutrition Programs",2,"SNAP, Other Nutrition Programs",0.596,NA,0.404,347000,3.12,0.223,220,0.61,0.39,89001,37.27,-115.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
